year,n_months,g1_ann,gN_ann,bench_ann,ann_excess,excess_maxdd,ir,win_rate,pl_ratio,ls_ann
2016,6,,,,,-0.06645668057391152,-3.0984747902695404,0.3333333333333333,0.24222297201304932,
2017,12,-0.0885844030024946,-0.09387693101576522,-0.0511146318616541,-0.042762299154111116,-0.0424515281305472,-1.7375261449777912,0.16666666666666666,1.5055918367844816,-0.00956863310485434
2018,12,-0.29364654795220735,-0.2516510146209172,-0.27987957222849225,0.028228557607575033,-0.03673333751848784,0.5959192449271453,0.6666666666666666,0.7607551014716082,0.048798565788117365
2019,12,0.1003149217927144,0.1607571700488748,0.21148937490818254,-0.05073220485930774,-0.08802779117136161,-0.4662925591915873,0.4166666666666667,0.9633941882342263,0.06395728548119761
2020,12,-0.0642644369990526,0.04510657224708181,0.07969758041170594,-0.034591008164624126,-0.04999403639929545,-0.34050544308768244,0.5833333333333334,0.5318919636574077,0.108712710651101
2021,12,-0.0009492558869764745,-0.05470925364450807,-0.000766836873308363,-0.05394241677119971,-0.03680190294762464,-0.7537296929019766,0.3333333333333333,1.1782451498583821,-0.0636442922120457
2022,12,-0.1169709310970185,-0.11535757237843025,-0.10382021613593906,-0.011537356242491192,-0.035354781707718996,-0.2262583122608891,0.5,0.829285686698548,-0.0061138890813610125
2023,12,-0.3426561522121453,-0.37051517828341063,-0.28020958864022805,-0.09030558964318258,-0.11563084884799302,-2.7893029166406267,0.08333333333333333,0.3952631917093752,-0.04473241450160592
2024,12,0.07574476784199513,0.07863255156458071,0.121362559016851,-0.04273000745227029,-0.052225239913246124,-0.5582577113480238,0.3333333333333333,1.2443927586333707,-0.00016381265677833934
2025,12,0.26072152119803915,0.33676195909893547,0.35270501764150897,-0.015943058542573496,-0.03071387571820794,-0.2671650187802239,0.5,0.8305761700729871,0.05915421965400136
2026,6,,,,,-0.029334389120582394,0.9449055612541438,0.5,1.925761816242586,
