ic_mean,ic_std,icir,rankic_mean,rankic_std,rankicir,ic_win_rate,t_stat,n_months
-0.0038668467559706886,0.07272927543048333,-0.1841782420292597,0.0005430442544032093,0.07199353643474257,0.026129574569164052,0.475,-0.5824227402582128,120
