universe,factor,variant,ic_mean,icir,rankic_mean,rankicir,ic_win_rate,n_months,g1_ann,gN_ann,ls_ann,ls_sharpe,ls_ann_gross,ls_sharpe_gross,turnover_mean,bench_ann
zz500,C3_entropy_std_20d,S1,-0.015117749778143723,-0.8596887482637701,-0.010880571922023538,-0.5934797598968459,0.4,120,-0.04049362725312,-0.08996728964650713,-0.15041976472779028,-2.5293010593343426,-0.05358221936555252,-0.9795438048578107,7.8878723546354195,-0.025198620272763428
zz500,A1_tau_20d,S2,0.011149965725867912,0.5389322395220852,0.013029186640230077,0.6153722420413394,0.5833333333333334,120,-0.08437538924451982,-0.056028945263389196,-0.09642691320794206,-1.2094220309673192,0.025132503823892316,0.3462172476401317,8.9953004741436,-0.025198620272763428
zz500,A1v_tau_vol_20d,S2,0.005424893044740403,0.2671792231597491,0.006837136721842341,0.3323019177895915,0.55,120,-0.08899787572344098,-0.06762305532012203,-0.10232809557535716,-1.3497283493841752,0.018946041355820453,0.2739083595286007,9.028007531571978,-0.025198620272763428
zz500,A2a_high_tau_ret_std_20d,S2,0.003235836874707476,0.18292933589349986,0.0025493942393495844,0.12608236042192086,0.5333333333333333,120,-0.06396616226671659,-0.021797544010536685,-0.018895087940102417,-0.23074654291295044,0.03805161469273233,0.4914715474255767,5.452576413568804,-0.025198620272763428
zz500,A2b_low_tau_cum_ret_20d,S2,-0.0023818744689454124,-0.11058713517638497,-0.0008541323583191286,-0.03934009174332122,0.5083333333333333,120,-0.0702313764408492,-0.08049264677726031,-0.10940228680924946,-1.5382906441004947,-0.011627810936031602,-0.1679977647213102,7.7740594012176185,-0.025198620272763428
zz500,A2c_high_tau_vol_share_20d,S2,0.013863727479953573,0.5996518776719881,0.025609911687556854,1.0781959973906865,0.6083333333333333,120,-0.07654706932424893,-0.04169009360477238,-0.06637657678177489,-0.716052571226559,0.024120328249523704,0.2866622121915805,7.331553769382307,-0.025198620272763428
zz500,A2d_high_tau_turnover_20d,S2,0.018184236870127775,0.8328898928859436,0.019156692665743647,0.8455494854945412,0.6083333333333333,120,-0.09662768764181828,-0.03716222867288266,-0.03635785579060147,-0.4397295382233746,0.05733382422338784,0.727302403120261,7.162320516843633,-0.025198620272763428
zz500,A3_tort_vol_joint_20d,S2,0.00865330987972788,0.47256878593905444,0.02046719097322954,1.1067367028466972,0.575,120,-0.07793820748582536,-0.051455873945332575,-0.07491700919202227,-1.0024593957804433,0.019068166722961744,0.28573996320443373,7.5356632680758935,-0.025198620272763428
zz500,B1_lead_lag_20d,S2,0.01014995387585476,0.7195201820791178,0.008955575431296828,0.6093734063608939,0.625,120,-0.09421271295658662,-0.06718841431192346,-0.08345775658115673,-1.5377261333540233,0.029690648988241808,0.6089019741173097,8.245382998042656,-0.025198620272763428
zz500,B2_path_asym_20d,S2,-0.0008159589669094548,-0.04672869083190749,-0.005631736946822384,-0.29175246169142877,0.5333333333333333,120,-0.07213697810234765,-0.0714840681318496,-0.11061964681674197,-1.7613991606262485,-0.005521861184761501,-0.09943888593419178,8.051990502137716,-0.025198620272763428
zz500,B2a_path_asym_amt_20d,S2,-0.0010880015703334154,-0.061807356146688135,-0.005715867653583188,-0.2950703603083032,0.5333333333333333,120,-0.07139704966827709,-0.07085196771730706,-0.11057975972118295,-1.7417237117880213,-0.0054583171620509185,-0.09684547770949115,8.052036732801438,-0.025198620272763428
zz500,B3_cond_lead_lag_20d,S2,-0.020750140393871692,-1.322748426676086,-0.017602088753474812,-1.1183037845356103,0.3416666666666667,120,-0.031629870590361375,-0.09456580038741547,-0.16144377932011067,-2.2330571541336637,-0.06744606001010467,-1.1170097298523423,7.840245892226993,-0.025198620272763428
zz500,B4_cross_20d,S2,-0.006607096284105757,-0.4936189795586112,-0.007531416667759711,-0.5480722454470262,0.4583333333333333,120,-0.06952938804934872,-0.07828767794807745,-0.11820092985394581,-2.347439336230144,-0.010070612702687942,-0.21792845369239017,8.201555833518052,-0.025198620272763428
zz500,B5a_corr_decay_20d,S2,-0.010577398725302804,-0.6880367450906801,-0.006790866375166048,-0.4417447845779688,0.4583333333333333,120,-0.05682083346870925,-0.09098830113231182,-0.14445653088610477,-2.7473082614466544,-0.03937472762627281,-0.7033307484805741,8.209391374139063,-0.025198620272763428
zz500,B5b_slope_div_20d,S2,0.008281913057310544,0.3780530866473438,0.011196384534030112,0.4586916822249831,0.55,120,-0.07641437630953218,-0.05165789751157934,-0.09315807968021617,-1.2787589661633276,0.015146822463833809,0.212969008094546,8.114104141093257,-0.025198620272763428
zz500,B5c_high_vol_ratio_20d,S2,-0.005231775229832146,-0.2758109183931951,-0.016811541050693882,-0.8690525024462235,0.45,120,-0.07337577072752555,-0.07776818206155645,-0.09856665834866019,-1.537695505731178,-0.002858939062730048,-0.042744474744568814,7.6906893043365825,-0.025198620272763428
zz500,C1_entropy_20d,S2,0.013700758764414426,0.5994192806032839,0.0044077343481910706,0.17288128741656564,0.6166666666666667,120,-0.058915269391610625,-0.03350778572835855,-0.04020740983263427,-0.4725562551116974,0.02799016961971157,0.3547025074089673,6.202904838979494,-0.025198620272763428
zz500,C2_entropy_diff_20d,S2,0.011372501491594163,0.6047029448888716,0.019755021240206404,1.0119394559198327,0.5333333333333333,120,-0.08591942472272296,-0.043667274781424514,-0.06045134371088701,-0.8672657902835144,0.0398315367097446,0.5652840776597777,7.704240407420731,-0.025198620272763428
zz500,C3_entropy_std_20d,S2,-0.011046168545322024,-0.6585300829900265,-0.00023640590744608003,-0.012700118546492592,0.4083333333333333,120,-0.05047608633831924,-0.08447465485607619,-0.13748733034133254,-2.368364029569198,-0.040239444657150014,-0.7021732043887525,7.861542958956403,-0.025198620272763428
zz1000,A1_tau_20d,S1,-0.0006140858961019744,-0.038801244041531895,0.005908003142257834,0.4067467816206886,0.44166666666666665,120,-0.11467578846781734,-0.09697801828397967,-0.11458455504878395,-1.4327723907490122,0.01271362172728896,0.16149239091858447,19.388917406232668,-0.06325518995173107
zz1000,A1v_tau_vol_20d,S1,-0.005968037226077852,-0.3855568658550906,-0.003783730716865226,-0.2558779587250677,0.4666666666666667,120,-0.10226186823378969,-0.10636849100740953,-0.1353307498845744,-1.667737317906047,-0.01029102354660727,-0.13555465530774427,19.367421579073774,-0.06325518995173107
zz1000,A2a_high_tau_ret_std_20d,S1,-0.01332315919972979,-0.515664850101925,-0.03306620093171065,-1.2278835820249387,0.4166666666666667,120,-0.09375600068605905,-0.12498969648144131,-0.10391684061798556,-0.6999767527892878,-0.03194843091124622,-0.22294296083466117,15.337493162217209,-0.06325518995173107
zz1000,A2b_low_tau_cum_ret_20d,S1,-0.03286207885557382,-1.5427580127817127,-0.046822054354390595,-2.215513883361589,0.375,120,-0.07205021836603775,-0.19271931030094835,-0.22811464967767991,-1.7497983790780378,-0.12636199186575392,-1.0514358544653313,18.435331143779578,-0.06325518995173107
zz1000,A2c_high_tau_vol_share_20d,S1,0.049238212894838304,1.809186944461287,0.08523069685796128,3.125107529605092,0.7166666666666667,120,-0.2143729305407015,-0.04463490398439218,0.0580950246617169,0.4018544865167064,0.17982090594644062,1.3100097577368572,17.777475708068156,-0.06325518995173107
zz1000,A2d_high_tau_turnover_20d,S1,-0.05151948002131405,-1.5695891564048745,-0.08034385369030721,-2.591057130571785,0.30833333333333335,120,-0.004617793496381473,-0.20578678892626268,-0.25534079238630114,-1.6332205707577447,-0.18607570708299415,-1.2388228836781734,15.70200759242675,-0.06325518995173107
zz1000,A3_tort_vol_joint_20d,S1,0.05689343424006553,2.0288859969269994,0.09416036650572636,3.295188242586775,0.725,120,-0.22284812129146347,-0.03054700057846882,0.09458625436784729,0.6760984871847042,0.21623490349545094,1.5033840338017095,17.753156109089705,-0.06325518995173107
