ic_mean,ic_std,icir,rankic_mean,rankic_std,rankicir,ic_win_rate,t_stat,n_months
-0.016824903010802382,0.12572421039235165,-0.4635795564940945,-0.021586322687440106,0.10678066810784659,-0.7002879511010585,0.4,-1.46596727521204,120
