year,n_months,rankic_mean,rankic_std,rankicir,win_rate,ic_mean
2016,6,0.05109302278781644,0.04409018407040013,4.014304464661283,0.8333333333333334,0.04799110669254725
2017,12,0.006757171987463608,0.08949489782024733,0.26155156288966175,0.5,-0.001237576801108679
2018,12,-0.004822932813178063,0.04846853027125203,-0.34470055630592217,0.5833333333333334,-0.010003537358735338
2019,12,-0.016122925610625494,0.06585909330329251,-0.8480446639510818,0.3333333333333333,-0.013587177696504837
2020,12,0.010561748923159009,0.059735903198807214,0.6124787530478842,0.5,0.0037533052971473716
2021,12,-0.005277847408545862,0.05402339486123641,-0.3384274494291915,0.5833333333333334,-0.011614240248611747
2022,12,-0.02962948944274034,0.07235406566164534,-1.418573528601486,0.3333333333333333,-0.0268290873595783
2023,12,0.0340897658746842,0.0306082084385538,3.8581288827547295,0.8333333333333334,0.018024006307526194
2024,12,0.03204660158343182,0.10838661953958528,1.024228680407344,0.5833333333333334,0.019740579605222682
2025,12,-0.004343912925948385,0.07262214756654885,-0.20720615248958643,0.5,-0.0011267039713332469
2026,6,-0.00425625413800156,0.09321756756972423,-0.15816865016199622,0.3333333333333333,0.001071125957668571
