,ann_ret,vol,sharpe,max_dd
G1,-0.22061955868754468,0.2645609644067659,-0.8339082040400309,-0.9292105691143167
G2,-0.15625489867142106,0.2579571855680391,-0.6057396630659357,-0.8728877939722857
G3,-0.13726083799979916,0.24724110659412948,-0.5551699710886923,-0.8096687220179634
G4,-0.09273482952797263,0.2365439429000497,-0.3920406009599544,-0.7242535573245491
G5,-0.09577106292097382,0.23043016459525348,-0.4156186022311532,-0.6862526293060096
G6,-0.06789557847720062,0.2335360795401801,-0.2907284331007155,-0.6152564233880795
G7,-0.05131784724766997,0.21758166663504727,-0.23585556651584116,-0.6270178853208936
G8,-0.057262790294952404,0.22248740181164336,-0.25737542813067127,-0.5767929453429143
G9,-0.03350742633482684,0.2096675542220654,-0.15981216769161186,-0.5214176560364967
G10,-0.02756510532264489,0.20526845243599334,-0.13428807493562714,-0.4671681113659524
LS,0.10145761129988129,0.14348509758160372,0.7070951130808529,-0.28511467666786783
LS_gross,0.21623490349545094,0.14383211384029604,1.5033840338017095,-0.2524530795216584
LS_effective,0.10145761129988129,0.14348509758160372,0.7070951130808529,-0.28511467666786783
LS_raw_gross_GN_minus_G1,0.21623490349545094,0.14383211384029604,1.5033840338017095,-0.2524530795216584
BENCH,-0.06325518995173107,0.23451794536523513,-0.26972430554607785,-0.6372066457825398
