universe,factor,factor_short,variant,effective_sign,long_group,short_group,n_months,rankic_mean,rankicir,win_rate,rankicir_h1,rankicir_h2,half_diff,half_mag_diff,rankic_mean_pre2025,rankicir_pre2025,rankic_mean_recent,rankicir_recent,win_rate_recent,trend_slope_ann,trend_pval,cum_rankic_dd
zzall,C3_entropy_std_20d,C3,S2,-1,G1,G10,120,-0.0013364514460213884,-0.0705148059795359,0.49166666666666664,-0.20176301830882934,0.1090758123840298,0.3108388306928591,-0.09268720592479954,0.0007454630487487007,0.037971754573970964,-0.013133966916385234,-0.9059503771045473,0.2777777777777778,0.00017011341126666997,0.7405008491605725,-0.7832230995199272
