ic_mean,ic_std,icir,rankic_mean,rankic_std,rankicir,ic_win_rate,t_stat,n_months
-0.011046168545322024,0.05810676123586204,-0.6585300829900265,-0.00023640590744608003,0.06448239698032097,-0.012700118546492592,0.4083333333333333,-2.0824549699881896,120
