universe,factor,factor_short,variant,effective_sign,long_group,short_group,n_months,rankic_mean,rankicir,win_rate,rankicir_h1,rankicir_h2,half_diff,half_mag_diff,rankic_mean_pre2025,rankicir_pre2025,rankic_mean_recent,rankicir_recent,win_rate_recent,trend_slope_ann,trend_pval,cum_rankic_dd
zz1000,B5c_high_vol_ratio_20d,B5c,S1,-1,G1,G10,120,-0.072568635645955,-3.3438733160438536,0.15833333333333333,-3.6859435235414875,-3.0299093773034134,0.6560341462380741,-0.6560341462380741,-0.07650229011209328,-3.529782119774491,-0.050277927004504896,-2.358439686210216,0.2222222222222222,0.0027792215143338478,3.625568512394741e-05,-8.632561298477336
