universe,factor,factor_short,variant,effective_sign,long_group,short_group,n_months,rankic_mean,rankicir,win_rate,rankicir_h1,rankicir_h2,half_diff,half_mag_diff,rankic_mean_pre2025,rankicir_pre2025,rankic_mean_recent,rankicir_recent,win_rate_recent,trend_slope_ann,trend_pval,cum_rankic_dd
zz1000,B2_path_asym_20d,B2,S1,1,G10,G1,120,-0.013707054300492462,-0.7238603045949361,0.43333333333333335,-1.0572149665266657,-0.4266246497620721,0.6305903167645937,-0.6305903167645937,-0.010693652154475838,-0.5799832465477797,-0.030782999794586666,-1.435237538083298,0.2777777777777778,0.0022198721016158897,0.0011563633309006197,-1.7695572405342057
