year,n_months,rankic_mean,rankic_std,rankicir,win_rate,ic_mean
2016,6,0.01836688651803074,0.09306568290092551,0.683654374726878,0.5,0.008952775581240694
2017,12,0.09056675168433558,0.08022651386886882,3.9105828691532842,0.75,0.07526015962254069
2018,12,0.035973178534001886,0.06261412788949192,1.9902017334044502,0.75,0.03865444208305941
2019,12,0.025130506243985024,0.08929421508126024,0.9749190044371383,0.6666666666666666,0.011064531156732102
2020,12,0.05211015546223106,0.09486920549162893,1.9027762777851274,0.6666666666666666,0.05150580079170341
2021,12,0.013129807561373762,0.09076058762517648,0.5011314797524076,0.6666666666666666,-0.008525269309055925
2022,12,0.009737142646774282,0.08255518749521212,0.40858064275456624,0.4166666666666667,0.0010462333645501222
2023,12,0.04125527492381344,0.0863193567631199,1.6556247619953748,0.5,0.016865126556640242
2024,12,0.013665916545925529,0.10498673387169938,0.45091529027782784,0.6666666666666666,0.001880383456596374
2025,12,0.04068669415316085,0.0860462633464429,1.6379891171230831,0.5,0.022745036928754087
2026,6,0.03751354160818079,0.05274895236928679,2.4635696869327885,0.6666666666666666,0.028749421034822933
