,mean,std,count,icir
2016,-0.0015398834481479776,0.01531090542608257,6,-0.3483995617114941
2017,-0.029027947454119338,0.02940116320865741,12,-3.4201286168956475
2018,-0.033850750610818485,0.030898884766474916,12,-3.795037935860734
2019,-0.012275346862118628,0.021383714564935704,12,-1.9885716657090613
2020,-0.028354398950510017,0.025815027235857185,12,-3.8048582441272996
2021,-0.02867553389479782,0.032929030383440576,12,-3.0166379672649075
2022,-0.02377665906003466,0.01630091557319266,12,-5.052769133280899
2023,-0.009631447348501103,0.02205143652417819,12,-1.5130221688493977
2024,-0.008699144362656827,0.03391012595307822,12,-0.8886643499553413
2025,0.020547286088563408,0.023531538009258744,12,3.0247868583041315
2026,0.0010459329050892207,0.04163093315684791,6,0.08703186767864476
