,ann_ret,vol,sharpe,max_dd
G1,-0.10654520532701972,0.19940310359351682,-0.5343206971553066,-0.7170611124488051
G2,-0.03481046698307799,0.17560458966340559,-0.19823210230325877,-0.4590735038937427
G3,-0.042403681668418236,0.17205474480541932,-0.2464545904640615,-0.5007705212846008
G4,-0.0558273084911215,0.1716117440802755,-0.3253117016572417,-0.49952635427873526
G5,-0.024437547871485332,0.19306065653107377,-0.12657963725277205,-0.5085776045805905
LS,-0.004689680212258018,0.0739473971884625,-0.06341913834108169,-0.20357860576652143
LS_gross,0.08543493458902529,0.07396784024547151,1.1550281082359415,-0.07829520723822281
LS_effective,-0.004689680212258018,0.0739473971884625,-0.06341913834108169,-0.20357860576652143
LS_raw_gross_GN_minus_G1,0.08543493458902529,0.07396784024547151,1.1550281082359415,-0.07829520723822281
BENCH,-0.0034218499165417082,0.17165738138617548,-0.019934184530309332,-0.4915663893780754
