year,n_months,g1_ann,gN_ann,bench_ann,ann_excess,excess_maxdd,ir,win_rate,pl_ratio,ls_ann
2016,6,,,,,-0.0023103126404518948,2.164859319705257,0.8333333333333334,1.4689471032626342,
2017,12,-0.13979786706805142,-0.09881313483223797,-0.0511146318616541,-0.04769850297058387,-0.043449636960192994,-1.9740698288870167,0.3333333333333333,0.5457848208734667,0.0395994743164505
2018,12,-0.3027417698038243,-0.2805246811432359,-0.27987957222849225,-0.000645108914743675,-0.021076096847765236,-0.029142149862119757,0.5833333333333334,0.699728354219371,0.02276569980939902
2019,12,0.171083504425523,0.16800772878887194,0.21148937490818254,-0.0434816461193106,-0.05612587616180109,-0.8041589011514306,0.4166666666666667,0.7775684590446174,-0.016997128626023983
2020,12,-0.05443492832457908,0.029595500337635583,0.07969758041170594,-0.050102080074070354,-0.01977087202349126,-0.6738171406833708,0.5833333333333334,0.35879793874314914,0.07900623663614281
2021,12,-0.03110145119712071,-0.024383306907711177,-0.000766836873308363,-0.023616470034402814,-0.08332929825627866,-0.45338145304327365,0.5,0.7107176366648575,-0.0017558220526565638
2022,12,-0.047446233753505096,-0.13245212140849028,-0.10382021613593906,-0.028631905272551217,-0.05822385325434565,-0.7991761402682693,0.5,0.5612364249022704,-0.10064583694198659
2023,12,-0.3248887161139119,-0.24197610925704982,-0.28020958864022805,0.038233479383178226,-0.0069266598930474155,1.6034123631358508,0.6666666666666666,2.1368330074450967,0.1118699470598985
2024,12,0.040968371349458854,0.06005373671536396,0.121362559016851,-0.06130882230148704,-0.0807700620882017,-1.0350541782755573,0.4166666666666667,0.6182626900265589,-0.008423941917876099
2025,12,0.3058100744569807,0.23805554060204526,0.35270501764150897,-0.11464947703946371,-0.08401331521912025,-1.8324345984865538,0.3333333333333333,0.5761482698554949,-0.05825277149042063
2026,6,,,,,-0.10226261940844117,-0.2692485899222495,0.3333333333333333,1.5936649037078745,
