year,n_months,rankic_mean,rankic_std,rankicir,win_rate,ic_mean
2016,6,0.12732218451410152,0.04983239976906273,8.850807648480659,1.0,0.08341054831000645
2017,12,0.11640321191244102,0.07497694100352487,5.378087569272161,0.9166666666666666,0.08740666018174244
2018,12,0.09880832500119485,0.07061438601721554,4.847200372771748,0.9166666666666666,0.07004267088327783
2019,12,0.06337280292245354,0.13397784801824753,1.6385531802957334,0.8333333333333334,0.03017776129677097
2020,12,0.11133443140134841,0.07084548281491053,5.4438726128165165,0.9166666666666666,0.06705196098259443
2021,12,0.07725505506541394,0.10950152895892461,2.443978303992851,0.8333333333333334,0.032035698595641905
2022,12,0.07589605409911444,0.089819316825946,2.9271169374044685,0.8333333333333334,0.046071056891631185
2023,12,0.10947295658215835,0.06042043841515618,6.276443131783583,1.0,0.06897793811607486
2024,12,0.06318024684543892,0.13040895093807772,1.678280467465841,0.6666666666666666,0.03600574866573816
2025,12,0.08763614885187111,0.08748350956896782,3.4701457026354317,0.8333333333333334,0.021309495988746974
2026,6,0.05794275035914026,0.09580802928528052,2.095018304853694,0.6666666666666666,0.01970103906077496
