,ann_ret,vol,sharpe,max_dd
G1,-0.1395230439297772,0.2607717353312724,-0.5350389824745905,-0.8285456852228752
G2,-0.08521817216050243,0.2477620859395389,-0.3439516253560204,-0.6802725298086887
G3,-0.13073095718598127,0.23484480466719126,-0.5566695732155785,-0.7945384216220505
G4,-0.10574589192198902,0.2467301162335937,-0.42858931668428046,-0.7539593222691275
G5,-0.09347940988868819,0.23470627213600165,-0.39828253858729906,-0.7369219178225236
G6,-0.11980494310153667,0.2374991012577645,-0.5044437745956308,-0.7852569570516242
G7,-0.09769556820666625,0.23316178044809,-0.4190033547475707,-0.7223278752734758
G8,-0.1275793169429602,0.23274766030090094,-0.5481443584782896,-0.8206410505641119
G9,-0.11544739702289253,0.23265665526204213,-0.4962136023698254,-0.7499696911428625
G10,-0.08994704151615718,0.26012852534733416,-0.34577923123216203,-0.75137712531063
LS,-0.0814313396348556,0.08182031020381135,-0.9952460389359704,-0.627645136953354
LS_gross,0.05037815274995561,0.08099104641999294,0.6220212600873319,-0.16649352244330395
BENCH,-0.06325518995173107,0.23451794536523513,-0.26972430554607785,-0.6372066457825398
