year,n_months,rankic_mean,rankic_std,rankicir,win_rate,ic_mean
2016,6,0.01828498028779887,0.08722701389181554,0.7261629960907021,0.16666666666666666,-0.0089128371383075
2017,12,-0.005188971969122547,0.09592442169526375,-0.1873884237347398,0.5833333333333334,0.0032149463662066217
2018,12,-0.011363430538449223,0.06465666225812887,-0.6088170454050718,0.4166666666666667,-0.002588399575191361
2019,12,-0.017880032511879525,0.10184268219629122,-0.6081757487861313,0.4166666666666667,-0.008103898911410405
2020,12,-0.005208989121714371,0.07081663214628026,-0.2548055037761854,0.5,-0.010917449174813174
2021,12,-0.022117137511389013,0.08680213776042268,-0.8826512082788756,0.4166666666666667,-0.013327305508516034
2022,12,-0.01784884178907235,0.06183265052650718,-0.9999603954120913,0.5,-0.021090292928799617
2023,12,0.03516521459737618,0.07257874889621008,1.6783959290568256,0.6666666666666666,0.032379664092266724
2024,12,0.0030293973019264223,0.06561899596943654,0.15992533764742675,0.5833333333333334,0.017540628110965965
2025,12,-0.0034781084284666603,0.09853218254921488,-0.1222800582810352,0.5,5.4621258994160676e-05
2026,6,-0.003430995407261652,0.038125492419521664,-0.3117419862029004,0.16666666666666666,0.0052331573248419645
