ic_mean,ic_std,icir,rankic_mean,rankic_std,rankicir,ic_win_rate,t_stat,n_months
0.006850011086700392,0.0791769158398695,0.29969763557273543,0.010369925147686032,0.08321732741090372,0.4316706096025139,0.525,0.9477271377769455,120
