year,n_months,g1_ann,gN_ann,bench_ann,ann_excess,excess_maxdd,ir,win_rate,pl_ratio,ls_ann
2016,6,,,,,-0.023658777939745357,-2.8857819559342617,0.16666666666666666,0.7755801460074402,
2017,12,-0.14312398805285265,-0.07449949444960147,-0.0511146318616541,-0.023384862587947364,-0.04367192912429929,-0.8359370273322919,0.4166666666666667,0.7155316606031779,0.07123836181138232
2018,12,-0.32215340280671967,-0.2702440681644359,-0.27987957222849225,0.009635504064056333,-0.024904819455722427,0.3772566320363161,0.5,1.326030645489436,0.07148599123082144
2019,12,0.15406088670876295,0.16427743849576992,0.21148937490818254,-0.047211936412412614,-0.02656108906282939,-1.265655446681797,0.5,0.36505949551897204,0.0003693111137943461
2020,12,-0.06692875665345133,0.014595174988196291,0.07969758041170594,-0.06510240542350965,-0.04189876132451331,-0.7037540343549806,0.5,0.5117784300209095,0.07281063024377099
2021,12,-0.058373296085431625,-0.0358623150203059,-0.000766836873308363,-0.03509547814699754,-0.08443840922647905,-0.6974439562003234,0.5,0.5781643534341275,0.018385576686342997
2022,12,-0.0900577802350051,-0.12695988416001924,-0.10382021613593906,-0.023139668024080184,-0.022958011347665508,-0.5189387879819668,0.4166666666666667,0.9765742839400651,-0.04475133978114876
2023,12,-0.30240585770199757,-0.21026035569491675,-0.28020958864022805,0.0699492329453113,-0.009703993909683795,2.129534469165068,0.6666666666666666,2.462639527039221,0.12515747989879866
2024,12,0.09402371602731385,0.03631954370184265,0.121362559016851,-0.08504301531500835,-0.08288028120744817,-1.7059796023896512,0.5,0.27451326203920845,-0.07244500570226564
2025,12,0.23833514969769953,0.20034148550393827,0.35270501764150897,-0.1523635321375707,-0.11084092762736009,-2.054675432752731,0.4166666666666667,0.19417459394802797,-0.036644895643276776
2026,6,,,,,-0.11982168025750628,0.0855040156126139,0.5,1.0739524123432638,
