ic_mean,ic_std,icir,rankic_mean,rankic_std,rankicir,ic_win_rate,t_stat,n_months
0.007662546376467083,0.07974231215762691,0.33287019852544875,-0.00512037714956792,0.09160554862421032,-0.19362917443676397,0.525,1.05262799253284,120
