ic_mean,ic_std,icir,rankic_mean,rankic_std,rankicir,ic_win_rate,t_stat,n_months
-0.014815137220548232,0.03909220759545705,-1.312822783130638,-0.012847698146340807,0.04028237624464027,-1.1048437567151512,0.325,-4.151510158854094,120
