,ann_ret,vol,sharpe,max_dd
G1,-0.023676677923597067,0.17657052892239208,-0.1340919012255078,-0.47331979340370023
G2,-0.0452939871813306,0.18454783353673287,-0.24543223463154426,-0.4898758887253736
G3,-0.07717644997838302,0.19204704139135798,-0.40186221781522286,-0.610022973669514
G4,-0.07032161353929611,0.18173719633805904,-0.3869412258813938,-0.5883249969830737
G5,-0.08738580536605123,0.18140652943133168,-0.48171256922220995,-0.6628779452462215
LS,-0.030017443609837824,0.0603141658768953,-0.49768480046802205,-0.3334307855076032
LS_gross,0.06793199864264055,0.06035005729475019,1.1256327116784677,-0.07566271350599862
LS_effective,-0.030017443609837824,0.0603141658768953,-0.49768480046802205,-0.3334307855076032
LS_raw_gross_GN_minus_G1,-0.06734630052878243,0.06035005729475019,-1.1159276982930195,-0.5078955581395009
BENCH,-0.0034218499165417082,0.17165738138617548,-0.019934184530309332,-0.4915663893780754
