year,n_months,g1_ann,gN_ann,long_group,short_group,long_ann,short_ann,bench_ann,ann_excess,excess_maxdd,ir,win_rate,pl_ratio,ls_ann
2016,6,,,G5,G1,,,,,-0.046188926279491005,-4.85885868061286,0.0,,
2017,12,-0.047643082505923084,0.1559728676112624,G5,G1,0.1559728676112624,-0.047643082505923084,0.2202060264077017,-0.06423315879643932,-0.07931806460317448,-0.8432851274904241,0.3333333333333333,1.0223271660634288,0.15071459995297354
2018,12,-0.18633734725172602,-0.220247342415957,G5,G1,-0.220247342415957,-0.18633734725172602,-0.18314752676606916,-0.037099815649887846,-0.07246871107362207,-0.6674899565377174,0.4166666666666667,0.8710768074026993,-0.08910880300562796
2019,12,0.10561146963819179,0.1807595053387847,G5,G1,0.1807595053387847,0.10561146963819179,0.16232178671069986,0.018437718628084854,-0.03821771358677095,0.399718468262289,0.4166666666666667,1.9175737664921537,0.007903085903546048
2020,12,-0.02298034445377184,0.19200537473822687,G5,G1,0.19200537473822687,-0.02298034445377184,0.23508280769062018,-0.0430774329523933,-0.044020524097330704,-0.36726394009533525,0.5,0.7497964012943168,0.14395871637109137
2021,12,-0.14331725629975545,-0.13193393689764787,G5,G1,-0.13193393689764787,-0.14331725629975545,-0.2096455942527421,0.07771165735509422,-0.049964103965260964,1.234686097677443,0.5,2.5346260529995623,-0.03887724539678761
2022,12,-0.09391410480551299,-0.10682891449982435,G5,G1,-0.10682891449982435,-0.09391410480551299,-0.13542302220970692,0.028594107709882577,-0.03769456836470886,0.5970178420390131,0.5833333333333334,1.0869385286606166,-0.052496212179452106
2023,12,-0.1056742132181494,-0.2823241237744717,G5,G1,-0.2823241237744717,-0.1056742132181494,-0.25142872060334565,-0.030895403171126046,-0.04920261072563037,-1.226305323766183,0.3333333333333333,0.790392121223159,-0.23912175420429915
2024,12,0.12783434876492095,0.15955018841091784,G5,G1,0.15955018841091784,0.12783434876492095,0.12128508049726561,0.03826510791365223,-0.020555339014452945,0.9620203276266993,0.6666666666666666,1.0697317276973977,-0.026311128746064116
2025,12,0.0926275409687598,0.17476618592680415,G5,G1,0.17476618592680415,0.0926275409687598,0.164917458828177,0.009848727098627164,-0.04525670845417462,0.13811366493481442,0.6666666666666666,0.5550920905224953,0.012744628593230889
2026,6,,,G5,G1,,,,,-0.1151216549161328,0.01257640237271242,0.5,1.0106326970505457,
