,mean,std,count,icir
2016,0.018042058056286243,0.026842384367222118,6,2.328389371009454
2017,-0.03730567342205375,0.0854080914000925,12,-1.513096024471026
2018,-0.01649602880928547,0.06316119867158916,12,-0.9047314054112292
2019,-0.04013953548962957,0.05267539062112104,12,-2.639703817682782
2020,-0.048169865927630263,0.06537534025306194,12,-2.5524197612578807
2021,0.0024780335945370335,0.05581036084162898,12,0.15380943695311897
2022,-0.022980428432624475,0.05246637230393273,12,-1.5172868973836968
2023,0.007930263215010789,0.04822281790236322,12,0.5696730055719147
2024,-0.015978370242989478,0.059355953057623534,12,-0.9325214290178057
2025,-0.01643367257379632,0.03856933984498962,12,-1.4759887499844806
2026,-0.03509628051574216,0.05624112249880677,6,-2.161711513181294
