year,n_months,g1_ann,gN_ann,long_group,short_group,long_ann,short_ann,bench_ann,ann_excess,excess_maxdd,ir,win_rate,pl_ratio,ls_ann
2016,6,,,G1,G10,,,,,-0.09240418230608483,-3.019220016044179,0.3333333333333333,0.0832306685814316,
2017,12,-0.22365949384542283,-0.2409669420618853,G1,G10,-0.22365949384542283,-0.2409669420618853,0.002859362588019332,-0.22651885643344216,-0.23161087446635953,-2.0903041680774237,0.3333333333333333,0.5180000182843009,-0.08689468078057716
2018,12,-0.2817351950691981,-0.29572626615036623,G1,G10,-0.2817351950691981,-0.29572626615036623,-0.23506576116909061,-0.04666943390010747,-0.13424119129686418,-0.44528589273091435,0.3333333333333333,1.4356579964083358,-0.09537072380462885
2019,12,0.18982067512221978,0.11023260874322927,G1,G10,0.18982067512221978,0.11023260874322927,0.19261322210251897,-0.002792546980299182,-0.07514933219884556,0.14271355276745812,0.4166666666666667,1.5531416495195443,-0.040378290838383846
2020,12,-0.07956831816419174,-0.05812572855990217,G1,G10,-0.07956831816419174,-0.05812572855990217,0.14406132727068166,-0.2236296454348734,-0.2204325868390099,-1.7619338128508053,0.3333333333333333,0.3564828906789155,-0.13325323767753017
2021,12,0.09757339083040772,0.03575485935249434,G1,G10,0.09757339083040772,0.03575485935249434,-0.09465316897595921,0.19222655980636694,-0.0378710951195268,1.8140722461953251,0.75,1.337546264096785,-0.056707140537319733
2022,12,-0.04862332043769735,-0.14626541961496642,G1,G10,-0.04862332043769735,-0.14626541961496642,-0.11077683880020706,0.06215351836250971,-0.07195420790293083,0.6284894397660548,0.5833333333333334,1.1371640025196088,-6.295083388863087e-05
2023,12,-0.31892667795882323,-0.24613419063163378,G1,G10,-0.31892667795882323,-0.24613419063163378,-0.25271862213622487,-0.06620805582259837,-0.1269168118553209,-0.47744681453149423,0.5,0.6486487158621543,-0.1950688803708125
2024,12,0.04603652042797779,0.0881021363362724,G1,G10,0.04603652042797779,0.0881021363362724,0.11434797450486012,-0.06831145407688233,-0.13748455895160816,-0.3368837532039088,0.5,0.7906848542407215,-0.13319031598918174
2025,12,0.2570326271065657,0.1987559433383188,G1,G10,0.2570326271065657,0.1987559433383188,0.24212967510192374,0.014902952004641978,-0.05566136178913794,0.2542355793116202,0.5833333333333334,0.8606167818452188,-0.07058745423141644
2026,6,,,G1,G10,,,,,-0.16569001205775946,-1.3185681481594094,0.3333333333333333,0.5959224541152575,
