,ann_ret,vol,sharpe,max_dd
G1,-0.07099387825037573,0.2096395069974062,-0.33864742036077256,-0.632345962011989
G2,-0.06106207712874967,0.20795912494459043,-0.29362538020401524,-0.6045006136672748
G3,-0.04411690430134729,0.20433565606055654,-0.2159040920801061,-0.5925100570275621
G4,-0.06498068177402516,0.2009578477222366,-0.3233547856456011,-0.6368373980342585
G5,-0.06953265853644364,0.196333305101127,-0.3541562064603806,-0.5996145457033994
LS,-0.10682354832013696,0.055769411719874,-1.915450513566549,-0.67253793053068
LS_gross,-0.005521861184761501,0.05553019960838906,-0.09943888593419178,-0.1280969525532294
LS_effective,-0.10682354832013696,0.055769411719874,-1.915450513566549,-0.67253793053068
LS_raw_gross_GN_minus_G1,-0.005521861184761501,0.05553019960838906,-0.09943888593419178,-0.1280969525532294
BENCH,-0.025198620272763428,0.2127784899263499,-0.11842653964451742,-0.49017689182029034
