ic_mean,ic_std,icir,rankic_mean,rankic_std,rankicir,ic_win_rate,t_stat,n_months
-0.024400306681377226,0.0761106456148296,-1.1105561002933642,-0.03659238189219259,0.0697255445604983,-1.8179812006272265,0.3,-3.51188674632142,120
