year,n_months,rankic_mean,rankic_std,rankicir,win_rate,ic_mean
2016,6,-0.13663798634941574,0.0439935448638233,-10.75903000468161,0.0,-0.10496016681988123
2017,12,-0.04394097640237152,0.06264354794325794,-2.429875259684545,0.25,-0.04841094347553492
2018,12,-0.06725203932616092,0.09437127534251206,-2.4686314474984656,0.25,-0.061705991187613544
2019,12,-0.053051209710626074,0.08810726591815182,-2.0858073318755688,0.25,-0.02781777725285497
2020,12,-0.08443553448888341,0.12162668833010121,-2.4048444910718816,0.25,-0.04547611098847304
2021,12,-0.09724569694655784,0.11914874877751769,-2.8272976368958043,0.16666666666666666,-0.04259335787322672
2022,12,-0.0774400494391633,0.07859530135756722,-3.4131836853466666,0.16666666666666666,-0.05238104801052073
2023,12,-0.1006657910636584,0.07027634224564829,-4.962075689622738,0.08333333333333333,-0.048427996368876396
2024,12,-0.05660795798882725,0.09915639450351506,-1.9776406724005593,0.3333333333333333,-0.028996542203253987
2025,12,-0.09873342613845966,0.07774165150314671,-4.399477170104605,0.16666666666666666,-0.038774341257313376
2026,6,-0.06919000557538192,0.19130182036028293,-1.2528956055602287,0.5,-0.031122346675616197
