ic_mean,ic_std,icir,rankic_mean,rankic_std,rankicir,ic_win_rate,t_stat,n_months
0.011768020006102402,0.06109487313089864,0.6672510314043943,0.027990666607230527,0.06199395618234208,1.5640639729088266,0.5833333333333334,2.110033030334426,120
