ic_mean,ic_std,icir,rankic_mean,rankic_std,rankicir,ic_win_rate,t_stat,n_months
-0.013993491717941524,0.07970854127495336,-0.6081516044099301,-0.02056978925800855,0.0800228828886088,-0.8904433034598139,0.43333333333333335,-1.9231442326210797,120
