,mean,std,count,icir
2016,0.08341054831000645,0.05268170786377193,6,5.484685801519328
2017,0.08740666018174244,0.06864687562523802,12,4.4107696082536885
2018,0.07004267088327783,0.07501677492445902,12,3.234408964923583
2019,0.03017776129677097,0.11418881418744191,12,0.9154909996506712
2020,0.06705196098259443,0.07465518884827241,12,3.1113015708798133
2021,0.032035698595641905,0.09473230247127296,12,1.1714580175107847
2022,0.046071056891631185,0.08597570898503741,12,1.856278063576977
2023,0.06897793811607486,0.0667984874732373,12,3.577125708609802
2024,0.03600574866573816,0.1214675096680206,12,1.0268389666349216
2025,0.021309495988746974,0.07618945931616837,12,0.9688775866758871
2026,0.01970103906077496,0.10387995047709156,6,0.6569737559258153
