ic_mean,ic_std,icir,rankic_mean,rankic_std,rankicir,ic_win_rate,t_stat,n_months
0.0030966032253460737,0.038598699134114185,0.2779095792086282,0.013348234466637928,0.03494251514805253,1.3233060178753329,0.5333333333333333,0.8788272538782396,120
