,ann_ret,vol,sharpe,max_dd
G1,-0.09620903270943248,0.22525058911013374,-0.4271200048333377,-0.7346790942391832
G2,-0.07135845506406313,0.21378336267396236,-0.3337886268207446,-0.6314722578318297
G3,-0.04285571019219281,0.19931447762932208,-0.21501554077719492,-0.553901720464601
G4,-0.06158469670041633,0.19244966458530094,-0.320004177887874,-0.6312888791949407
G5,-0.03401725982792747,0.1906291913709909,-0.1784472754842943,-0.46015850161300564
LS,-0.03561406143260648,0.08181939730072939,-0.4352765066418913,-0.3563356304469829
LS_gross,0.0598347769424008,0.08217300655534468,0.7281561117287492,-0.1309982988722902
LS_effective,-0.03561406143260648,0.08181939730072939,-0.4352765066418913,-0.3563356304469829
LS_raw_gross_GN_minus_G1,0.0598347769424008,0.08217300655534468,0.7281561117287492,-0.1309982988722902
BENCH,-0.025198620272763428,0.2127784899263499,-0.11842653964451742,-0.49017689182029034
