year,n_months,g1_ann,gN_ann,long_group,short_group,long_ann,short_ann,bench_ann,ann_excess,excess_maxdd,ir,win_rate,pl_ratio,ls_ann
2016,6,,,G10,G1,,,,,-0.015724370419870515,1.4166136208570945,0.6666666666666666,1.3189737839292028,
2017,12,-0.2807447202047221,-0.19900976688467165,G10,G1,-0.19900976688467165,-0.2807447202047221,0.002859362588019332,-0.20186912947269098,-0.20181987959878067,-3.2681349817778624,0.25,0.20735276503719133,0.0021861279181354387
2018,12,-0.3335377263081284,-0.22902962168583996,G10,G1,-0.22902962168583996,-0.3335377263081284,-0.23506576116909061,0.006036139483250658,-0.04536703032332978,0.15404074088037759,0.5,1.1245397013679825,0.037408498952189895
2019,12,0.11055488597625218,0.15683361034116095,G10,G1,0.15683361034116095,0.11055488597625218,0.19261322210251897,-0.03577961176135802,-0.08787532893193573,-0.3551786711117084,0.25,2.353263759094972,-0.06655980692788799
2020,12,-0.07599454722340715,0.028680100558414523,G10,G1,0.028680100558414523,-0.07599454722340715,0.14406132727068166,-0.11538122671226714,-0.15538377609789666,-0.8302172244299701,0.5,0.554335238058208,-0.014301519876041002
2021,12,0.06043470674757523,0.11413747194325241,G10,G1,0.11413747194325241,0.06043470674757523,-0.09465316897595921,0.20879064091921162,-0.04255058934421807,1.8579121497062805,0.6666666666666666,2.0867652352836426,-0.06532871102112026
2022,12,-0.07304494998877087,0.016009109767803897,G10,G1,0.016009109767803897,-0.07304494998877087,-0.11077683880020706,0.12678594856801095,-0.04039068481405428,1.2309428690937338,0.5833333333333334,1.6702174979178555,-0.029976011571649308
2023,12,-0.33604362242791175,-0.19912548821799247,G10,G1,-0.19912548821799247,-0.33604362242791175,-0.25271862213622487,0.053593133918232394,-0.07172282742873304,0.8392226390064201,0.75,0.6515740013654154,0.0702938421865944
2024,12,0.042445161240975526,0.18567608142311642,G10,G1,0.18567608142311642,0.042445161240975526,0.11434797450486012,0.0713281069182563,-0.05609965373674897,0.6732185983432578,0.5,1.6176241863333312,0.007018572520594679
2025,12,0.19159330803463814,0.348497825087531,G10,G1,0.348497825087531,0.19159330803463814,0.24212967510192374,0.10636814998560729,-0.07226854210342493,0.9497872700218147,0.75,0.6317387723705412,0.015908402965408186
2026,6,,,G10,G1,,,,,-0.1582406804173062,-0.9759531043974891,0.5,0.4718260634488454,
