year,n_months,rankic_mean,rankic_std,rankicir,win_rate,ic_mean
2016,6,0.001641595379169511,0.042876551303182416,0.13262851212480092,0.6666666666666666,-0.04092717049767614
2017,12,0.02571519679315939,0.067992448406999,1.3101463005353244,0.6666666666666666,0.00745327558737859
2018,12,0.008630319157473013,0.057795573317292216,0.5172766842960221,0.5833333333333334,-0.00389570871970552
2019,12,0.0119116542082083,0.05074505537519196,0.8131468234004408,0.5833333333333334,0.006038363630614896
2020,12,0.01853911749283162,0.046423544180974,1.3833796618326009,0.6666666666666666,0.01780660760191742
2021,12,-0.006725295700346541,0.0505528639875955,-0.4608464458821961,0.3333333333333333,-0.01602928218076987
2022,12,0.014713155729377697,0.05724827569231973,0.8902952256559981,0.5833333333333334,0.018136409033454988
2023,12,-0.017526820694181464,0.030998554471875373,-1.9586296493286344,0.25,-0.015107073257274797
2024,12,-0.013686265778565706,0.042513084752523,-1.1152005474248816,0.5,-0.020925128737757943
2025,12,-0.0034977280264375187,0.045231878785953535,-0.26787490661249064,0.5833333333333334,0.004001960478091273
2026,6,0.0403718011029496,0.03420593903841878,4.08853039379131,0.8333333333333334,0.033686605703738604
