,mean,std,count,icir
2016,0.06303379146609733,0.06456889257022143,6,3.3817439038232426
2017,-0.004669417083579577,0.07474987239044024,12,-0.21639281437821553
2018,0.001234027983224567,0.07645066652728497,12,0.055915775806712524
2019,-0.017277815990829695,0.0839296066051984,12,-0.7131227310694791
2020,0.03152362719345202,0.06489451649546463,12,1.6827469218214985
2021,0.004840877973989535,0.07967994942254433,12,0.21045813068296568
2022,-0.021013559536843345,0.07666460504500304,12,-0.9495008222978775
2023,0.04417603321509735,0.05731724013090691,12,2.6698820051574677
2024,0.007117541440933118,0.1373443308840227,12,0.17951878059070686
2025,-0.016219769173452924,0.06482063182522474,12,-0.8668062468507886
2026,-0.0018304142350778093,0.07693103090899801,6,-0.0824211093128943
