,ann_ret,vol,sharpe,max_dd
G1,-0.08556956628014334,0.22772296810262885,-0.37576168531924,-0.6720702317346157
G2,-0.07031826815137521,0.2207748128586272,-0.318506750117385,-0.6669697294643528
G3,-0.06979304951647902,0.21120334255253717,-0.330454284827987,-0.6406192287259629
G4,-0.07581964752129577,0.2083642367751159,-0.3638803313599669,-0.6190154864618406
G5,-0.06397504371104334,0.2237210309164695,-0.2859590063972557,-0.6742882676087799
LS,-0.09419657025942252,0.06933391539814716,-1.3585929731287,-0.6691719149350777
LS_gross,0.018946041355820453,0.0691692702932718,0.2739083595286007,-0.17826162478962593
LS_effective,-0.09419657025942252,0.06933391539814716,-1.3585929731287,-0.6691719149350777
LS_raw_gross_GN_minus_G1,0.018946041355820453,0.0691692702932718,0.2739083595286007,-0.17826162478962593
BENCH,-0.025198620272763428,0.2127784899263499,-0.11842653964451742,-0.49017689182029034
