form_month,ic,rank_ic,roll12_ic,roll12_rankic,roll24_rankic,cum_rankic,ls_net,ls_trail12
2016-07,0.02215279578289848,0.02041886218695729,,,,0.02041886218695729,0.0017110929358115558,
2016-08,-0.09324058997530346,-0.07740533851869642,,,,-0.05698647633173913,-0.016431609048036096,
2016-09,-0.047868995685789936,-0.08595074220107649,,,,-0.1429372185328156,-0.011567193798009783,
2016-10,-0.13890696430288207,-0.18407315442156066,,,,-0.3270103729543763,-0.02982882054957033,
2016-11,-0.09512790574751316,-0.1070927245612068,,,,-0.43410309751558307,-0.022276280138154133,
2016-12,-0.01140140772382619,-0.018463011236412002,,,,-0.4525661087519951,0.0002890539401752259,
2017-01,0.05049211201808848,0.07658617171987712,,,,-0.37597993703211796,-0.006901962210883267,
2017-02,0.0831718427144561,0.08194536459977857,,,,-0.2940345724323394,0.018867498264528382,
2017-03,0.06898914245520488,0.08960592921757805,,,,-0.20442864321476134,0.016964323891529576,
2017-04,0.06210034159170254,0.13574183576354185,,,,-0.0686868074512195,0.021150999903444653,
2017-05,0.3147250992957751,0.3248377412900606,,,,0.25615093383884113,0.06212152063228938,
2017-06,-0.04965921702542944,-0.053441872402477296,0.013785521116448441,0.01689242178636365,,0.20270906143636383,-0.009023831779955832,0.021944170157650822
2017-07,0.04775866036655125,0.02833905542252099,0.015919343165086173,0.01755243788932729,,0.23104811685888482,-0.0014637364965614046,0.018705213883192684
2017-08,-0.08651118150753977,-0.10796797663478643,0.01648012720406648,0.015005551379653126,,0.1230801402240984,-0.031183110501841475,0.0034267324050998305
2017-09,0.052558960144195525,0.08543082584623546,0.024849123523231934,0.029287348716929118,,0.20851096607033387,0.0180901081448223,0.03353391763177682
2017-10,0.058610662630012654,0.02158244296618195,0.04130892576763983,0.04642531516590767,,0.23009340903651582,0.00741664250458279,0.07321191483447076
2017-11,0.1601540220580502,0.19683943347643978,0.06258241975143679,0.07175299500237821,,0.4269328425129556,0.0225572947716605,0.12242410617277244
2017-12,0.09404792505669905,0.09058581133086371,0.07136986414981387,0.08084039688298453,,0.5175186538438193,0.02550115612442895,0.15071459995297354
2018-01,-0.0025384447807998718,0.02174262723959153,0.06695065108323985,0.07627010150962739,,0.5392612810834109,-0.006791238134471675,0.15084289726748312
2018-02,-0.03694542260155393,-0.0911033385273348,0.056940878973572355,0.06184937624903462,,0.44815794255607605,-0.028582921119968317,0.09724615557729588
2018-03,0.03609925323242499,0.06368248137275803,0.05420005487167403,0.05968908892863295,,0.5118404239288341,0.013042083799778923,0.09301428356289088
2018-04,-0.033994780862908004,-0.06479288445335497,0.046192128000456474,0.04297786224389155,,0.44704753947547915,-0.0282796983100391,0.040104910513329095
2018-05,0.15405674979167225,0.13817812109759198,0.032803098875114574,0.02742289389451916,,0.5852256605730711,0.016592069515405757,-0.004480765193021652
2018-06,0.024463110517286703,0.01841225535303392,0.03897995950367426,0.03341073787414509,0.025151579830254372,0.603637915926105,0.014038021986738054,0.01868681416086604
2018-07,-0.11781771929869901,-0.06433567267331886,0.025181927864903402,0.025687843866158442,0.021620140877742864,0.5393022432527862,-0.038385415103088585,-0.018979947205607917
2018-08,-0.025750501568749095,-0.005878288123287455,0.030245317859802626,0.03419531790878336,0.02460043464421824,0.5334239551294987,-0.004033885785448488,0.008511247625232699
2018-09,-0.05579583705930926,-0.07800749674042283,0.021215751426177227,0.020575457693228497,0.024931403205078806,0.45541645838907585,-0.024269736303253815,-0.03345004758014558
2018-10,-0.03303665855358404,-0.08805832526853352,0.013578474660877504,0.011438727007002209,0.02893202108645494,0.36735813312054233,-0.021130172920661335,-0.06083883780541954
2018-11,-0.09321259316586969,-0.09935767887839728,-0.007535409941115824,-0.013244365689234212,0.029254314656572005,0.268000454242145,-0.01323503961023544,-0.09371207681865745
2018-12,0.0977783414172741,0.15197433566597005,-0.007224541911067903,-0.008128655327975352,0.036355870777504594,0.4199747899081151,0.030709945181937058,-0.08910880300562796
2019-01,-0.1019680550496929,-0.07368089579153633,-0.01551034276680899,-0.01608061558056934,0.03009474296452903,0.34629389411657874,-0.04534651181610957,-0.12446859919625763
2019-02,0.02201448988358508,-0.00505249282488992,-0.01059701672638074,-0.008909711772032267,0.026469832238501176,0.34124140129168884,-0.029078799263115743,-0.12491553068916339
2019-03,0.07045357950358516,0.09256947648348685,-0.007734156203784057,-0.006502462179471531,0.026593313374580707,0.4338108777751757,0.011857866545038884,-0.12593847943382552
2019-04,0.0075302744524049356,-0.0329066660058073,-0.00427373492750798,-0.003845277308842559,0.019566292467524494,0.4009042117693684,-0.004994290194403155,-0.10499327618021415
2019-05,0.22775595358877457,0.24080343188960607,0.0018678653889172142,0.004706831923825282,0.016064862909172223,0.6417076436589745,0.02778920814858189,-0.09513532561700355
2019-06,0.046696107409113105,0.07687004013136826,0.003720615129902748,0.009578313988686476,0.02149452593141579,0.7185776837903427,0.002904980124907077,-0.10506976207872598
2019-07,0.10758955773979915,0.05350203824780095,0.022504554883110928,0.019398123232113127,0.022542983549135785,0.7720797220381437,0.00968391072384705,-0.06033386281652142
2019-08,0.0150715663570169,0.01562174979747834,0.02590639387692476,0.02118979305884361,0.027692555483813483,0.787701471835622,-0.0048571599056302355,-0.06111059889349557
2019-09,-0.0021514336072908395,0.04488610855301887,0.03037676083125963,0.03143092683329709,0.026003192263262795,0.8325875803886409,0.009888210836561636,-0.028242360891300833
2019-10,-0.020905672116564182,-0.038613806410416576,0.031387676367677954,0.03555130340480683,0.023495015205904524,0.7939737739782243,-0.0012839228443663414,-0.008540307987244922
2019-11,0.19863654104322692,0.21855409553090546,0.05570843755176933,0.06204395127224873,0.024399792791507256,1.0125278695091298,0.03396647864158802,0.03888578092657524
2019-12,0.03680946824698091,0.013594974635888948,0.05062769812091158,0.0505123378530753,0.021191841262549974,1.0261228441450188,-2.892185722260486e-05,0.007903085903546048
2020-01,0.028006421010483083,0.07402355446137468,0.06145890445925956,0.06282104204081788,0.02337021323012427,1.1001463986063935,-0.0032935271564361107,0.05230174314887992
2020-02,-0.0031399304710389322,-0.05623446258535199,0.0593627027630409,0.05855587789411271,0.024823083061040224,1.0439119360210416,-0.003396094216220672,0.08013711770771614
2020-03,0.23139863936776622,0.24650724451422826,0.07277479108505598,0.07138402523000782,0.03244078152526814,1.2904191805352698,0.051988483622389454,0.12297571243028083
2020-04,-0.0015985049184121473,0.035933852671612386,0.07201405947082123,0.0771207351197928,0.03663772890547512,1.3263530332068822,0.009616200460598464,0.1394652923297388
2020-05,0.06950003257810998,0.01702089262181493,0.05882606605326585,0.05847219018081021,0.03158951105231775,1.3433739258286972,0.006935946683007065,0.11634618630730542
2020-06,-0.10318647172248466,-0.08372222609180192,0.0463358511256327,0.045089501328879365,0.02733390765878292,1.2596516997368952,-0.04904937397719131,0.058515139285569395
2020-07,0.16406284591624237,0.15695120785468467,0.05104195847366964,0.05371026546278634,0.03655419434744973,1.4166029075915798,0.030209560599086954,0.08003346883985563
2020-08,-0.024199581883648895,-0.045502240529263285,0.04776936278694749,0.04861659960222454,0.03490319633053408,1.3711006670623165,-0.011453804611933363,0.07287409756389174
2020-09,0.09617909871253452,0.07672932166273316,0.0559635738135996,0.05127020069470073,0.041350563763998906,1.4478299887250496,0.018133767716790407,0.08163392296026828
2020-10,0.05118330846705087,0.11184627376924987,0.061970988862234185,0.06380854070967293,0.04967992205723989,1.5596762624942995,0.021648676450185814,0.10647048853282426
2020-11,0.06340216187371865,0.00010506892639626569,0.05070145726477517,0.04560445515929717,0.05382420321577294,1.5597813314206956,0.0029462754544424033,0.07327508028326335
2020-12,0.19296415540185913,0.16052904844833363,0.06371434786101503,0.057848961310334214,0.054180649581704765,1.7203103798690293,0.06582706705397262,0.14395871637109137
2021-01,-0.10691069071345184,-0.09866657732511393,0.052471255217353775,0.04345811699479351,0.0531395795178057,1.6216438025439155,-0.027042368398849225,0.11670124921984093
2021-02,-0.07120501727088943,-0.06358834782119448,0.046799164650699575,0.04284529322513997,0.05070058555962634,1.558055454722721,-0.0070619469207689745,0.11259363708741055
2021-03,-0.0024205205639104633,0.004702494022591995,0.02731423465639318,0.022694897350836945,0.047039461290422385,1.562757948745313,-0.002497710192058965,0.05496848862730008
2021-04,0.023551709685499765,0.058711838387516195,0.02941008587338584,0.024593062827162258,0.05085689897347753,1.6214697871328292,0.003974338344779988,0.049073192229863505
2021-05,-0.051024430016693594,-0.11763236090085089,0.019366380657152207,0.013371958366940107,0.03592207427387516,1.5038374262319782,-0.01958888884382331,0.021438371990137206
2021-06,-0.06073516713580508,-0.12039891003305636,0.02290398937270884,0.010315568038502239,0.0277025346836908,1.3834385161989218,-0.047549552903216954,0.023049364984047083
2021-07,-0.01674375283972536,0.019010109252763155,0.007836772809711528,-0.001179523511657888,0.026265370975564223,1.402448625451685,0.0010292253303930054,-0.005928160180152298
2021-08,-0.04475599985658365,-0.014945007239341945,0.006123737978633633,0.001366912595835557,0.02499175609903005,1.387503618212343,-0.014877604705904376,-0.009371098177858417
2021-09,0.112016335399428,0.10812231608778892,0.007443507702541423,0.003982995464590204,0.027626598079645463,1.495625934300132,0.023674709169975043,-0.0039798451609404095
2021-10,0.037909524551191204,0.025579463153181433,0.006337359042886451,-0.0032059054200821654,0.03030131764479538,1.5212053974533133,0.007901704547944787,-0.01738196802201397
2021-11,0.09325898596342828,0.12003862888631692,0.008825427717028921,0.0067885579099112225,0.026196506534604192,1.6412440263396302,0.032211479329578976,0.011290073283679591
2021-12,-0.00010348473489756365,0.007493347423840842,-0.00726354229436747,-0.005964417175463176,0.02594227206743552,1.648737373763471,0.012954318132837529,-0.03887724539678761
2022-01,-0.010462773627974245,-0.024176546378655978,0.0007737841294223291,0.00024308540340831913,0.02185060119910091,1.6245608273848149,-0.00723804801321829,-0.01931382110794344
2022-02,-0.15013317817354405,-0.1571249358499173,-0.005803562612465556,-0.007551630265651916,0.017646831479744024,1.4674358915348975,-0.044903463685350815,-0.05668841095698007
2022-03,0.04365863231941288,0.040998829128761786,-0.001963633205521943,-0.0045269356734711,0.009083980838682922,1.5084347206636592,0.0193425983917674,-0.03603460754629728
2022-04,-0.05786097118049818,-0.022517729035739235,-0.00874802327768844,-0.011296066292075718,0.006648498267543271,1.48591699162792,-0.010613707655178207,-0.0500413116525662
2022-05,0.07938098919809403,0.12920482972801753,0.0021190949902105283,0.009273699593663316,0.011322828980301713,1.6151218213559375,0.027955434117642147,-0.003973756761661229
2022-06,-0.0681301332728505,-0.10018520263752274,0.0015028478121234094,0.010958175209957783,0.010636871624230012,1.5149366187184148,-0.00300138748238325,0.0426125428012436
2022-07,-0.03888514076039539,-0.008873000248785816,-0.00034226784793242593,0.00863458275149537,0.003727529619918741,1.506063618469629,-0.01151540252267468,0.029546804046148845
2022-08,-0.006784912600901353,-0.026777287847141642,0.002821989423374432,0.007648559367512062,0.00450773598167381,1.4792863306224873,-0.006409827861561914,0.03839643798921366
2022-09,-0.09673361908863556,-0.09761020676546321,-0.014573840117297532,-0.009495817536925615,-0.002756411036167706,1.381676123857024,-0.031025305260474905,-0.017090231392891675
2022-10,0.09749125091901861,0.1291256395805015,-0.009608696253311915,-0.0008669695013156092,-0.0020364374606988886,1.5108017634375255,0.020287760745512872,-0.005011299909621125
2022-11,0.03683488018369128,0.04463502407159681,-0.014310705068289999,-0.00715060323587562,-0.00018102266298219866,1.5554367875091222,-0.0001705240553378667,-0.03622556956219969
2022-12,0.045368734921900265,0.03322807651041547,-0.010521353430223512,-0.005006042478661068,-0.005485229827062121,1.5886648640195375,-0.004146589691055494,-0.052496212179452106
2023-01,-0.15949582470952386,-0.16728386212340632,-0.02294077435368598,-0.016931652124056926,-0.008344283360324306,1.4213810018961313,-0.044464839102669546,-0.08802590335574034
2023-02,-0.20664693434419876,-0.1685930412021116,-0.027650254034573874,-0.017887327570073122,-0.01271947891786252,1.2527879606940195,-0.05511681155042171,-0.09777812037131217
2023-03,-0.09944106490515976,-0.07813796485964052,-0.03957522880328826,-0.027815393735773315,-0.016171164704622206,1.174649995834379,-0.024056603193059654,-0.1361908280223253
2023-04,-0.17632051586168426,-0.21738559666671425,-0.049446857526720435,-0.04405438270502123,-0.02767522449854848,0.9572643991676648,-0.05294256203875623,-0.17314712399968935
2023-05,-0.011597390450897062,0.029573177909987362,-0.057028389164136356,-0.05235702035652375,-0.02154166038143022,0.9868375770776522,-0.019308096170188156,-0.21116432265574303
2023-06,0.03829887218687401,0.03572872878590874,-0.04815930537582599,-0.04103085940457112,-0.01503634209730667,1.022566305863561,-0.0034873533106560884,-0.21154882387620488
2023-07,-0.00948794355849412,0.035192504277569134,-0.04570953894233421,-0.03735873402737488,-0.014362075637939753,1.0577588101411302,-0.003686237442640613,-0.20530399777454
2023-08,-0.11468098450161611,-0.11783841995069178,-0.05470087826739376,-0.04494716170267072,-0.018649301167579332,0.9399203901904384,-0.017563895455631834,-0.21422527454852625
2023-09,0.029903532431888126,0.040059149808269044,-0.044147782307350135,-0.03347471532152637,-0.02148526642922599,0.9799795399987075,-0.001311960035053919,-0.1901297065078913
2023-10,-0.10902384393138914,-0.10340457884314294,-0.06135737354488411,-0.05285223352349674,-0.026859601512406173,0.8765749611555645,-0.018307596977550886,-0.2207654103643909
2023-11,0.003803518587953136,0.00012863404181925176,-0.06410998701119562,-0.05656109935931153,-0.03185585129759358,0.8767035951973838,0.0023981233166805354,-0.21876349010797702
2023-12,-0.0675851247228428,-0.05138921349575104,-0.07352280864825754,-0.06361254019315875,-0.0343092913359099,0.8253143817016328,-0.030097561607479117,-0.23912175420429915
2024-01,-0.026140145819344623,-0.00984790977766707,-0.06240983540740928,-0.05049287749768047,-0.033712264810868704,0.8154664719239658,-0.009800593364692084,-0.21151913781896925
2024-02,0.048029260260580034,0.034111687190062925,-0.04118681919034437,-0.03360081679833259,-0.025744072184202858,0.8495781591140288,0.006774384094166273,-0.15987251747499476
2024-03,0.01307282663652664,0.07951384587799971,-0.031810661561870505,-0.020463165903529243,-0.024139279819651277,0.9290920049920285,0.00624159161165426,-0.133790732189478
2024-04,0.09709630016470891,0.07600837120168694,-0.009025926893004412,0.003986331418837523,-0.020034025643091855,1.0051003761937154,0.018308475996510257,-0.06862223552455504
2024-05,-0.002296957202380313,0.014868079469885949,-0.00825089078896135,0.0027609065488290716,-0.02479805690384734,1.0199684556636013,-0.0026561884262272096,-0.05280766975904305
2024-06,-0.08092314041098783,-0.06930007807441019,-0.018186058505449836,-0.005991494022864172,-0.02351117671371765,0.9506683775891911,-0.02259772458428111,-0.07097221303761692
2024-07,0.05291689843169754,0.07322773580986085,-0.012985655006267199,-0.0028218913951731962,-0.02009031271127404,1.0238961133990518,0.005387961004424896,-0.06251083990542572
2024-08,0.0853212898043437,0.07191610380376823,0.00368120118589612,0.012990985584365136,-0.01597808805915279,1.0958122172028202,0.03375485914156761,-0.013539944066107368
2024-09,-0.11989668178001092,-0.05790550411740113,-0.0088021499984288,0.004827264423892623,-0.014323725448816873,1.0379067130854192,-0.02589264425866671,-0.037819661218792655
2024-10,-0.12744509217513772,-0.046256831775005156,-0.010337254018741181,0.009589576679570772,-0.021631328421962984,0.991649881310414,-0.05772603515821323,-0.07645462068891118
2024-11,0.1255731641012364,0.12307861303018691,-0.00018978355930091007,0.019835408261934744,-0.018362845548688392,1.1147284943406008,0.015360967301754113,-0.06451148713082577
2024-12,0.035079746641164616,0.034732957847640605,0.008365622387699707,0.027012255873884044,-0.018300142159637347,1.1494614521882414,0.009508077836679306,-0.02631112874606434
2025-01,0.05275656590945184,0.09286445739383584,0.01494034836509941,0.03557161980484262,-0.007460628846418925,1.2423259095820771,0.004947907406635907,-0.01180854373895035
2025-02,0.07790029658626649,0.08633800895176903,0.017429601392239952,0.039923813284984795,0.003161498243326101,1.3286639185338462,0.008875883955234035,-0.009745833124884307
2025-03,0.012880880602570791,0.04169535765939937,0.017413605889410298,0.036772272600101436,0.008154553348286096,1.3703592761932457,0.0017658702892920496,-0.014150443037840077
2025-04,0.07950876465189964,0.08955683640244676,0.015947977930009526,0.03790131136683142,0.02094382139283447,1.4599161125956925,0.014654038210504877,-0.017688394412302855
2025-05,-0.023253815114987548,-0.01777600957661945,0.014201573103958922,0.03518097061295597,0.01897093858089252,1.442140103019073,-0.00857524473578693,-0.02351823728046365
2025-06,-0.06780490436394457,-0.10909461078952604,0.015294759441212528,0.03186475955336299,0.012936632765249407,1.333045492229547,-0.0439416966325992,-0.04484210768000163
2025-07,-0.031329715736771555,0.057404703074033454,0.008274208260506769,0.030546173492044037,0.013862141048435419,1.3904501953035804,-0.03787178594511321,-0.08594055954264057
2025-08,0.09446369337537545,0.09547787834754902,0.009036075224759415,0.03250965470402577,0.02275032014419545,1.4859280736511293,0.03464355976674717,-0.08515475893527014
2025-09,-0.06081004988483224,-0.06466719229268114,0.013959961216024304,0.0319461806894191,0.018386722556655858,1.4212608813584482,-0.015057505376890616,-0.07497880124041778
2025-10,0.017143404658099305,0.0578279621903783,0.02600900261879406,0.04061991351986772,0.025104745099719245,1.4790888435488265,0.011867895590567116,-0.006659115406333682
2025-11,0.12444316641197822,0.17803925534868678,0.025914836144689212,0.045199967046409384,0.03251768765417206,1.6571280988975132,0.015680629865489897,-0.00634638534868992
2025-12,0.052765185733253665,0.0012182060772659138,0.027388622735696627,0.04240707106554482,0.03470966346971443,1.658346304974779,0.0289037027348235,0.012744628593230889
2026-01,0.014887817421191796,0.004426976025368979,0.024232893695008292,0.03503728095150591,0.03530445037817427,1.662773281000148,0.002636422338379015,0.010415210252541218
2026-02,0.0026612073798539648,0.026651657283879023,0.017962969594473917,0.03006341831251508,0.03499361579874994,1.6894249382840272,0.005536040893384317,0.0070702713128576455
2026-03,0.025776104228728766,0.03293772845830958,0.01903757156332041,0.029333615879090932,0.033052944239596184,1.7223626667423368,0.007844820815657867,0.013181410190165277
2026-04,0.03621142824206061,0.03507246474606612,0.015429460195833827,0.024793251574392546,0.031347281470611985,1.757435131488403,0.020495431939461423,0.019014325955442057
2026-05,0.009783382385093055,0.09372608355659202,0.018182559987507212,0.03408509266882683,0.034633031640891404,1.851161215044995,-0.008080348365627946,0.019522994402924487
2026-06,0.13029590829210938,0.13510900953985655,0.03469096104217837,0.054435394362942056,0.04315007695815252,1.9862702245848516,0.07620398682669362,0.14764414196638276
