,ann_ret,vol,sharpe,max_dd
G1,-0.0073154693503566515,0.19924827971440998,-0.03671534510030495,-0.40624616625242915
G2,-0.027512726446037528,0.20016840083454807,-0.1374479005244117,-0.48326563031870884
G3,-0.04307801257188293,0.20260848354728506,-0.21261702282979342,-0.5481552221095999
G4,-0.05189537786505638,0.20690710850382635,-0.25081486199444264,-0.5781650841457331
G5,-0.05150143687806674,0.2135899329951372,-0.24112296003781822,-0.5817330445925868
G6,-0.06952356799104309,0.21832776385850944,-0.3184366786997318,-0.6430086482448674
G7,-0.07606056879651046,0.21668529509345485,-0.35101859941029256,-0.660958887329692
G8,-0.08765201441767512,0.22295115737791288,-0.3931444691677503,-0.7166660360109884
G9,-0.12112463063673751,0.2308741473952958,-0.5246348800992063,-0.7904640237233775
G10,-0.14179718861113555,0.23573252532287484,-0.6015172849691436,-0.836207537614907
LS,0.020246835707637967,0.0882251183611791,0.22949060407888325,-0.22886985309789776
LS_gross,0.13629662486241934,0.08823368554113543,1.5447232429033748,-0.11575549573543964
LS_effective,0.020246835707637967,0.0882251183611791,0.22949060407888325,-0.22886985309789776
LS_raw_gross_GN_minus_G1,-0.12800272305296345,0.08823368554113543,-1.4507239754060517,-0.7447932070386478
BENCH,-0.02277343760052075,0.18072740411243016,-0.12600987499578892,-0.4592884021930702
