universe,factor,factor_short,variant,effective_sign,long_group,short_group,n_months,rankic_mean,rankicir,win_rate,rankicir_h1,rankicir_h2,half_diff,half_mag_diff,rankic_mean_pre2025,rankicir_pre2025,rankic_mean_recent,rankicir_recent,win_rate_recent,trend_slope_ann,trend_pval,cum_rankic_dd
zz1000,A1_tau_20d,A1,S1,1,G10,G1,120,0.005908003142257834,0.4067467816206886,0.55,0.735896767805632,0.04088642972703896,-0.695010338078593,-0.695010338078593,0.004987277517357772,0.3375079102179502,0.011125448350024852,0.8368714238990337,0.6666666666666666,-0.003321443091490247,9.873477858799194e-09,-0.4921460302698777
zz1000,A1v_tau_vol_20d,A1v,S1,-1,G1,G10,120,-0.003783730716865226,-0.2558779587250677,0.4583333333333333,0.22756918902938744,-0.8164439856944498,-1.0440131747238373,0.5888747966650623,-0.004799778685759329,-0.3147750792670809,0.0019738744402013645,0.16346295816937076,0.6111111111111112,-0.0037777786963046358,1.0377136137773735e-09,-1.0056851577905068
zz1000,A2a_high_tau_ret_std_20d,A2a,S1,-1,G1,G10,120,-0.03306620093171065,-1.2278835820249387,0.31666666666666665,-1.1108792412778303,-1.3299418034078598,-0.2190625621300295,0.2190625621300295,-0.035015943958058515,-1.3333026027750807,-0.02201765711573944,-0.7084339997095557,0.3333333333333333,-0.0003723122068310784,0.5619473119599695,-4.100579266454273
zz1000,A2b_low_tau_cum_ret_20d,A2b,S1,-1,G1,G10,120,-0.046822054354390595,-2.215513883361589,0.26666666666666666,-2.4520699889116693,-1.9649520229968458,0.4871179659148235,-0.4871179659148235,-0.048125132443345715,-2.253593119652692,-0.03943794518364487,-1.9443179593173827,0.2222222222222222,0.004100167254333965,7.195888959885002e-10,-5.6154903545807
zz1000,A2c_high_tau_vol_share_20d,A2c,S1,1,G10,G1,120,0.08523069685796128,3.125107529605092,0.8416666666666667,3.324689802125066,2.916152895475369,-0.40853690664969733,-0.40853690664969733,0.08997682499992393,3.1956635294712443,0.058335970720172985,2.8408082922577913,0.7777777777777778,-0.00494018658719016,1.3287550449472576e-10,-0.30042327843741035
zz1000,A2d_high_tau_turnover_20d,A2d,S1,-1,G1,G10,120,-0.08034385369030721,-2.591057130571785,0.24166666666666667,-2.59741655150712,-2.563160146606906,0.034256404900213866,-0.034256404900213866,-0.0833623855766059,-2.7374437958259104,-0.06323883966794794,-1.8327929470504694,0.2777777777777778,0.0006015531861530162,0.36590336191049055,-9.478516103959453
zz1000,A3_tort_vol_joint_20d,A3,S1,1,G10,G1,120,0.09416036650572636,3.295188242586775,0.85,3.6808127305505036,2.921639810111293,-0.7591729204392106,-0.7591729204392106,0.09894065372464389,3.505663818045648,0.06707207226519368,2.2268612954444924,0.7777777777777778,-0.005630905676852494,1.0389867975543694e-12,-0.22983815113207795
zz1000,B1_lead_lag_20d,B1,S1,1,G10,G1,120,0.019211715004091526,1.3395240413760952,0.6416666666666667,1.5804202546814308,1.063014476494483,-0.5174057781869477,-0.5174057781869477,0.02017001915910967,1.396281525808003,0.013781324792322032,0.9817179156892291,0.6666666666666666,-0.0024125574128938745,1.247804918851076e-09,-0.11582898565281963
zz1000,B2_path_asym_20d,B2,S1,1,G10,G1,120,-0.013707054300492462,-0.7238603045949361,0.43333333333333335,-1.0572149665266657,-0.4266246497620721,0.6305903167645937,-0.6305903167645937,-0.010693652154475838,-0.5799832465477797,-0.030782999794586666,-1.435237538083298,0.2777777777777778,0.0022198721016158897,0.0011563633309006197,-1.7695572405342057
zz1000,B2a_path_asym_amt_20d,B2a,S1,1,G10,G1,120,-0.01431733367114952,-0.7558511711277682,0.43333333333333335,-1.0834204480441294,-0.4638561324748732,0.6195643155692563,-0.6195643155692563,-0.011131406040934317,-0.6028868325458028,-0.032370923575702336,-1.5219130778220322,0.2777777777777778,0.002164497013154197,0.0015873678111875946,-1.841013109656512
zz1000,B3_cond_lead_lag_20d,B3,S1,-1,G1,G10,120,-0.01042535095082261,-0.7742679081565029,0.43333333333333335,-1.0073105561384508,-0.519752048494972,0.48755850764347874,-0.48755850764347874,-0.011107287050612829,-0.7768853090030384,-0.006561046385344689,-0.9002363413358185,0.3333333333333333,0.0004719057183622145,0.3202121842344195,-1.2322134529642719
zz1000,B4_cross_20d,B4,S1,-1,G1,G10,120,-0.018870912063391823,-1.7458388842504753,0.2916666666666667,-2.342776014157189,-1.1234528499477068,1.2193231642094822,-1.2193231642094822,-0.021280537297522197,-1.9827366264315676,-0.0052163690699864,-0.4883372112282536,0.5,0.003824365947716299,2.528730050170588e-24,-2.1846015052593897
zz1000,B5a_corr_decay_20d,B5a,S1,-1,G1,G10,120,-0.012847698146340807,-1.1048437567151512,0.35,-2.4115705416490125,-0.10217065690973758,2.309399884739275,-2.309399884739275,-0.017396121014902847,-1.53703161024522,0.012926698108844096,1.1973809781456788,0.6111111111111112,0.004784305130424068,1.3488589731654709e-17,-1.9915848250613983
zz1000,B5b_slope_div_20d,B5b,S1,-1,G1,G10,120,0.0039133507585226565,0.1722246377497457,0.55,-0.29751847724556135,0.5908513685928037,0.8883698458383651,0.2933328913472424,0.005825308017446018,0.2617564778167044,-0.006921073708709722,-0.2695121468858341,0.3888888888888889,0.004260905001697322,2.3232814215339952e-07,-0.9381130056055906
zz1000,B5c_high_vol_ratio_20d,B5c,S1,-1,G1,G10,120,-0.072568635645955,-3.3438733160438536,0.15833333333333333,-3.6859435235414875,-3.0299093773034134,0.6560341462380741,-0.6560341462380741,-0.07650229011209328,-3.529782119774491,-0.050277927004504896,-2.358439686210216,0.2222222222222222,0.0027792215143338478,3.625568512394741e-05,-8.632561298477336
zz1000,C1_entropy_20d,C1,S1,-1,G1,G10,120,-0.028223641109642553,-0.9617378633265908,0.4,-1.0739651126234733,-0.8359541087194134,0.23801100390405983,-0.23801100390405983,-0.03097156932360253,-1.027933359661316,-0.012652047897202656,-0.512320652011034,0.5555555555555556,0.002212258682170726,0.015994923186763994,-3.3841567963493175
zz1000,C2_entropy_diff_20d,C2,S1,1,G10,G1,120,0.04799310233260937,2.2637264720403163,0.7333333333333333,2.3825238904094492,2.179889551364302,-0.20263433904514727,-0.20263433904514727,0.04766661467169093,2.1975513587554034,0.049843199077813906,2.661437754484955,0.7222222222222222,0.0026124438585328354,1.1860427133938402e-05,-0.19421092216423386
zz1000,C3_entropy_std_20d,C3,S1,-1,G1,G10,120,-0.019270383244936382,-1.0610006783802926,0.4083333333333333,-0.7493928990003984,-1.6135709900031903,-0.8641780910027919,0.8641780910027919,-0.01654913383751747,-0.8648482092394019,-0.034690796553643544,-3.3224643287399602,0.2222222222222222,-0.0022483654404081635,0.0016167354150253878,-2.683175558040269
