,ann_ret,vol,sharpe,max_dd
G1,-0.022928292136736306,0.1680340513686751,-0.13645027272734433,-0.4029253050084023
G2,-0.05721269814878838,0.1703941636057759,-0.33576677122084847,-0.5385964776583491
G3,-0.05804859539423779,0.1734406960788331,-0.33468843648928426,-0.5341901771199936
G4,-0.06415020593905207,0.18979569001759253,-0.3379961153654536,-0.5990839219757169
G5,-0.08633636897125274,0.21824424295055128,-0.3955951726562355,-0.6944151820471438
LS,-0.036617423878837374,0.09928371999144182,-0.36881599402191784,-0.41091002167115154
LS_gross,0.051543588779937366,0.09960090314988324,0.5175012188631725,-0.22158266844883578
LS_effective,-0.036617423878837374,0.09928371999144182,-0.36881599402191784,-0.41091002167115154
LS_raw_gross_GN_minus_G1,-0.05858376849227065,0.09960090314988324,-0.5881851131822726,-0.5079997451086204
BENCH,-0.0034218499165417082,0.17165738138617548,-0.019934184530309332,-0.4915663893780754
