year,n_months,g1_ann,gN_ann,long_group,short_group,long_ann,short_ann,bench_ann,ann_excess,excess_maxdd,ir,win_rate,pl_ratio,ls_ann
2016,6,,,G5,G1,,,,,-0.05317235544840293,-6.644810227597885,0.0,,
2017,12,-0.0230912599791242,0.032122994944974836,G5,G1,0.032122994944974836,-0.0230912599791242,0.2202060264077017,-0.18808303146272687,-0.16377879544272322,-3.254923369243467,0.25,0.26048351726796276,-0.051840425758371333
2018,12,-0.20009913508142996,-0.24293807932163547,G5,G1,-0.24293807932163547,-0.20009913508142996,-0.18314752676606916,-0.05979055255556631,-0.0957884239845661,-1.4375049694948352,0.4166666666666667,0.46957481098467246,-0.150167719105316
2019,12,0.12363468356164109,0.10477572321687068,G5,G1,0.10477572321687068,0.12363468356164109,0.16232178671069986,-0.05754606349382918,-0.11790155334761643,-0.5411901312327575,0.4166666666666667,0.9646072166148992,-0.1214335426461961
2020,12,0.11269971659442768,0.008464877702179185,G5,G1,0.008464877702179185,0.11269971659442768,0.23508280769062018,-0.226617929988441,-0.18930750239531924,-3.0687561616542793,0.16666666666666666,0.35589956459207,-0.19658041294417927
2021,12,-0.19181945258326694,-0.13478252259239076,G5,G1,-0.13478252259239076,-0.19181945258326694,-0.2096455942527421,0.07486307166035133,-0.05850905806583995,0.9934816435101531,0.5833333333333334,1.5041357955437085,-0.04683412207537185
2022,12,-0.16484295477664612,-0.14585954715913363,G5,G1,-0.14585954715913363,-0.16484295477664612,-0.13542302220970692,-0.010436524949426706,-0.03500235003556196,-0.18882232366523144,0.5833333333333334,0.6221689290202558,-0.07886693747951312
2023,12,-0.31440170609574913,-0.2632148094430129,G5,G1,-0.2632148094430129,-0.31440170609574913,-0.25142872060334565,-0.011786088839667253,-0.052031196076500974,-0.23454982137354533,0.5,0.8280557069243318,-0.04004127914011835
2024,12,0.021432304527034818,0.1521877086619161,G5,G1,0.1521877086619161,0.021432304527034818,0.12128508049726561,0.030902628164650503,-0.04148218388213398,0.4992110108519928,0.5,1.425607929723893,0.007359909539476295
2025,12,0.12355784553166282,0.1898453374537934,G5,G1,0.1898453374537934,0.12355784553166282,0.164917458828177,0.024927878625616406,-0.042993604823558074,0.38820368913546155,0.4166666666666667,1.8417091400053622,-0.05403639557523365
2026,6,,,G5,G1,,,,,-0.13343808535756108,-0.3282792697637466,0.3333333333333333,1.5632231166758068,
