,ann_ret,vol,sharpe,max_dd
G1,-0.07311300577744739,0.1837624399417132,-0.39786697325437004,-0.6098790312255435
G2,-0.06632860068807811,0.18218121401468035,-0.3640803528882692,-0.6132248759173916
G3,-0.04042033847365212,0.18451285870109407,-0.21906515761664064,-0.4214294478224134
G4,-0.08577532970877977,0.18106255547062725,-0.47373312215674884,-0.6271627476197194
G5,-0.049786181632480164,0.1837660321372982,-0.2709215683303382,-0.5826290185853549
LS,-0.08352897612582744,0.06726917652701667,-1.2417124816784475,-0.6043030771124281
LS_gross,0.022267340992917495,0.0670700433563296,0.3320012911668419,-0.17356629812164603
LS_effective,-0.08352897612582744,0.06726917652701667,-1.2417124816784475,-0.6043030771124281
LS_raw_gross_GN_minus_G1,0.022267340992917495,0.0670700433563296,0.3320012911668419,-0.17356629812164603
BENCH,-0.0034218499165417082,0.17165738138617548,-0.019934184530309332,-0.4915663893780754
