year,n_months,rankic_mean,rankic_std,rankicir,win_rate,ic_mean
2016,6,0.14291514713850803,0.04034349317049292,12.271435939817174,1.0,0.11457090057318024
2017,12,0.07258207255292028,0.07179399443833949,3.502126838430194,0.75,0.04540403601239992
2018,12,0.08067684618148536,0.06535094672681999,4.276491882049632,1.0,0.0660161258134305
2019,12,0.02407427166584282,0.14452808714741874,0.5770208753669278,0.6666666666666666,0.0030621536202276567
2020,12,0.09355909687302259,0.09179542360750817,3.5306576935079197,0.75,0.05954119881221426
2021,12,0.05413963635717694,0.10476862034964879,1.7900894477942413,0.75,0.015516060958655797
2022,12,0.06516344655962475,0.11664707112371603,1.935177611409774,0.6666666666666666,0.03613159636137494
2023,12,0.09337753984595994,0.08699224905663906,3.7183690513320893,0.9166666666666666,0.05661898353747716
2024,12,0.04259279194115708,0.13775278372930352,1.0710909454035362,0.6666666666666666,0.02052364608258768
2025,12,0.031567439712909824,0.11778759282831243,0.9283899625544401,0.5833333333333334,-0.012214281935799423
2026,6,0.06397634158886467,0.1155431547636147,1.9180759663521023,0.6666666666666666,0.05199060397205197
