year,n_months,g1_ann,gN_ann,bench_ann,ann_excess,excess_maxdd,ir,win_rate,pl_ratio,ls_ann
2016,6,,,,,-0.04137918657295225,-0.6802155013324497,0.5,0.6194329673521063,
2017,12,-0.22254881538521765,-0.24015154518305204,0.002859362588019332,-0.24301090777107137,-0.2379753570349754,-5.456825648873495,0.0,,-0.03601429963515301
2018,12,-0.2807472440207225,-0.29498682652835173,-0.23506576116909061,-0.059921065359261116,-0.12874668101240216,-0.8911931954938009,0.4166666666666667,0.7364644157187606,-0.024501730671345312
2019,12,0.189840218902956,0.10983535421215507,0.19261322210251897,-0.0827778678903639,-0.09019724513939376,-1.1791124011013014,0.3333333333333333,0.7965356469771204,-0.07974119219687881
2020,12,-0.10741274252500133,-0.08928537223005495,0.14406132727068166,-0.2333466995007366,-0.18032297153154853,-2.3337018961854143,0.25,0.5310275776482303,0.008805511346119399
2021,12,0.09906574877350272,0.03666442801895764,-0.09465316897595921,0.13131759699491685,-0.046261399634412115,1.4941938214161588,0.5833333333333334,2.2565032775981164,-0.06487814207174758
2022,12,-0.047692880378614966,-0.14575214132791492,-0.11077683880020706,-0.03497530252770786,-0.07085645810413765,-0.36345860346605724,0.4166666666666667,1.0841427252155547,-0.12341199987779083
2023,12,-0.31806333593246894,-0.24547492336739374,-0.25271862213622487,0.0072436987688311305,-0.08421361972473762,0.21020511558703905,0.6666666666666666,0.5993057248702186,0.09232415118100579
2024,12,0.046767963608657315,0.08867075416689674,0.11434797450486012,-0.02567722033796338,-0.07309382055644809,-0.2804804173384762,0.4166666666666667,1.1163563179161438,0.008065316733235628
2025,12,0.2576038101712592,0.19891784870682927,0.24212967510192374,-0.043211826395094466,-0.07028587458786273,-0.5219756303213149,0.5,0.692199773820003,-0.05367269673209418
2026,6,,,,,-0.11928708096615237,-2.40428324586006,0.16666666666666666,0.8413219775647701,
