,ann_ret,vol,sharpe,max_dd
G1,-0.06840468570457714,0.18376627344277233,-0.37223743194574505,-0.6082294453929524
G2,-0.06719905871773568,0.1814461783366118,-0.37035257140037764,-0.5920035854557137
G3,-0.04457983593412662,0.18314174680731338,-0.24341711658472845,-0.4649947244337379
G4,-0.08226111929871005,0.18158070077202756,-0.45302787658027555,-0.6051646650851727
G5,-0.052811545746961897,0.1828894489320013,-0.28876212408840135,-0.6032660169603503
LS,-0.0908374678898477,0.06037226924696044,-1.5046223874452276,-0.6161693894253928
LS_gross,0.01420364447694289,0.06041206500708261,0.23511271258940872,-0.1947375248621548
BENCH,-0.0034218499165417082,0.17165738138617548,-0.019934184530309332,-0.4915663893780754
