ic_mean,ic_std,icir,rankic_mean,rankic_std,rankicir,ic_win_rate,t_stat,n_months
-0.0009135747307384349,0.062262370065631414,-0.0508287059577734,-0.0021141341588942816,0.06397058180879474,-0.11448349143256856,0.5166666666666667,-0.16073448134553425,120
