,mean,std,count,icir
2016,-0.07131836287595789,0.04467363131336935,6,-5.530198660023659
2017,-0.013991422052149547,0.0381172814373726,12,-1.2715415659576506
2018,-0.03467063211850631,0.04721317282905581,12,-2.543836508391814
2019,-0.0019091328622765022,0.06427721744028035,12,-0.1028891805696023
2020,-0.023567572170380774,0.05711090301237117,12,-1.4295075110720443
2021,-0.0291711747880079,0.03683955117551527,12,-2.7430278185844514
2022,0.015000642526899017,0.045572336419626755,12,1.1402476609286947
2023,0.00016072658606407683,0.04757230431252087,12,0.011703726242111105
2024,0.004642710067698336,0.03142569604675885,12,0.5117728950283299
2025,0.014275948926927665,0.04963228651365694,12,0.9963945086790736
2026,-0.003979234306073869,0.04838831175057376,6,-0.28487193472953937
