ic_mean,ic_std,icir,rankic_mean,rankic_std,rankicir,ic_win_rate,t_stat,n_months
-0.01068787044747478,0.05022186487817543,-0.7372061823926747,-0.01547319634411705,0.04983883149078112,-1.0754811628541934,0.425,-2.3312506415183707,120
