year,n_months,g1_ann,gN_ann,bench_ann,ann_excess,excess_maxdd,ir,win_rate,pl_ratio,ls_ann
2016,6,,,,,-0.10487225062508776,-5.768712845163327,0.0,,
2017,12,0.0066207875624457735,-0.0742759560344477,0.2202060264077017,-0.2944819824421494,-0.24648664720460145,-3.2771715088740287,0.3333333333333333,0.11468082358530834,-0.0819924254685499
2018,12,-0.21320849686045207,-0.26805766682304755,-0.18314752676606916,-0.08491014005697839,-0.1414105036344211,-1.2636155475761481,0.25,1.3265024461450297,-0.06718787778239932
2019,12,0.12203478142054314,0.18528074991225219,0.16232178671069986,0.02295896320155233,-0.10916830029778146,0.3107389753706061,0.4166666666666667,1.8005449994813956,0.06973500822778567
2020,12,0.19953928362918694,-0.010976936706320273,0.23508280769062018,-0.24605974439694045,-0.19535761496512072,-2.735579696696093,0.16666666666666666,0.5862968254923581,-0.17721220525045345
2021,12,-0.16422042419668126,-0.15127519844417292,-0.2096455942527421,0.058370395808569175,-0.06806718164548897,0.779911409875017,0.5,1.7556620419309068,0.007879894868703552
2022,12,-0.06551621701079458,-0.16275637315449953,-0.13542302220970692,-0.02733335094479261,-0.0475464348875414,-0.2824674308797723,0.5833333333333334,0.576919715060665,-0.0958179840497334
2023,12,-0.21832700603328092,-0.34043661751600973,-0.25142872060334565,-0.08900789691266409,-0.13618973182564809,-1.200346055213467,0.5,0.34134580371189466,-0.15010740661461397
2024,12,0.12387311993268768,0.0847481215901631,0.12128508049726561,-0.03653695890710251,-0.09937482532013941,-0.06352207222756182,0.5,0.9549517632477403,-0.02279355214268397
2025,12,0.07098859970318161,0.19014222339083364,0.164917458828177,0.025224764562656654,-0.06711277533303261,0.31033898930143083,0.3333333333333333,2.4981492044805105,0.1216327633183647
2026,6,,,,,-0.12103784963091624,-0.9452195058724617,0.3333333333333333,1.0505671571724646,
