year,n_months,g1_ann,gN_ann,long_group,short_group,long_ann,short_ann,bench_ann,ann_excess,excess_maxdd,ir,win_rate,pl_ratio,ls_ann
2016,6,,,G10,G1,,,,,-0.0359540493841638,-0.6756673491800476,0.5,0.6088402823069506,
2017,12,-0.2688048752467025,-0.2562400459376811,G10,G1,-0.2562400459376811,-0.2688048752467025,0.002859362588019332,-0.25909940852570046,-0.2577223248617253,-4.355901662043618,0.16666666666666666,0.16665540626391656,-0.1072742690087497
2018,12,-0.2954335163651086,-0.31181301309397846,G10,G1,-0.31181301309397846,-0.2954335163651086,-0.23506576116909061,-0.07674725192488785,-0.1494770013540795,-1.0275156980197497,0.25,1.360284797558617,-0.1417002431110539
2019,12,0.15623697612926235,0.16496933839335415,G10,G1,0.16496933839335415,0.15623697612926235,0.19261322210251897,-0.027643883709164818,-0.06478483289977821,-0.36052003566290813,0.5833333333333334,0.547827048475231,-0.11981761538963054
2020,12,-0.12878273050308287,-0.04418941448911862,G10,G1,-0.04418941448911862,-0.12878273050308287,0.14406132727068166,-0.18825074175980028,-0.17093027921123571,-2.2008457799076164,0.25,0.4892242761448859,-0.04094586009505774
2021,12,0.0014352042532368436,0.032536593521188095,G10,G1,0.032536593521188095,0.0014352042532368436,-0.09465316897595921,0.1271897624971473,-0.03655865635435962,1.4033866014405236,0.5833333333333334,2.2260611542273026,-0.08950047462803645
2022,12,-0.10958519081559615,-0.0964910323957382,G10,G1,-0.0964910323957382,-0.10958519081559615,-0.11077683880020706,0.01428580640446886,-0.054839626706610245,0.21351958182420494,0.4166666666666667,1.625063531783217,-0.1047140640484463
2023,12,-0.31776183388593593,-0.2951799534987253,G10,G1,-0.2951799534987253,-0.31776183388593593,-0.25271862213622487,-0.04246133136250041,-0.11727594045170431,-0.31046259848769814,0.5833333333333334,0.5373383848626997,-0.08841185355835601
2024,12,0.050576078788097556,0.059586391834073105,G10,G1,0.059586391834073105,0.050576078788097556,0.11434797450486012,-0.05476158267078701,-0.08258050224598745,-0.48640492358055243,0.4166666666666667,0.9487646153834314,-0.11440781880749984
2025,12,0.15325493285421876,0.35536552317802483,G10,G1,0.35536552317802483,0.15325493285421876,0.24212967510192374,0.1132358480761011,-0.033770596060073155,1.8583736385604308,0.8333333333333334,0.7208268321624426,0.03850763588964745
2026,6,,,G10,G1,,,,,-0.095358976689086,-1.1963433668925956,0.3333333333333333,0.6537531195105267,
