,ann_ret,vol,sharpe,max_dd
G1,-0.1136508458753559,0.2384835130306703,-0.4765564060637591,-0.7730810396074342
G2,-0.0815646557652776,0.23339328572010706,-0.3494730172447747,-0.7096851244559166
G3,-0.07814205122427975,0.23401357581922547,-0.33392101697828064,-0.6790798141227646
G4,-0.08289163113122466,0.23508954060802403,-0.3525959977497843,-0.6847908506826761
G5,-0.09059644080898088,0.23816802871999798,-0.3803887587090478,-0.7393936477218661
G6,-0.11266353442219201,0.2271169662532333,-0.49605952510202705,-0.7672504214103423
G7,-0.1132744467959893,0.2298338719661042,-0.4928535808364007,-0.7627284507313784
G8,-0.10323095174294938,0.21868739138767015,-0.472048027496704,-0.7148542683255033
G9,-0.07518011626358578,0.23526678494128092,-0.3195526146300236,-0.6806622848800132
G10,-0.1022946391697287,0.2165939648691659,-0.4722875784259271,-0.7226766092107916
LS,-0.11362140651000063,0.08262220469508048,-1.3751921402887222,-0.7001758555249975
LS_gross,0.0005448195916781806,0.08245978317165821,0.006607094643264082,-0.2390952956658221
LS_effective,-0.11362140651000063,0.08262220469508048,-1.3751921402887222,-0.7001758555249975
LS_raw_gross_GN_minus_G1,0.0005448195916781806,0.08245978317165821,0.006607094643264082,-0.2390952956658221
BENCH,-0.06325518995173107,0.23451794536523513,-0.26972430554607785,-0.6372066457825398
