year,n_months,rankic_mean,rankic_std,rankicir,win_rate,ic_mean
2016,6,-0.003924410577750452,0.022563993383572997,-0.6024889650404754,0.5,-0.0014869788307290833
2017,12,-0.014999880329455218,0.03103100223550736,-1.6744902172925027,0.3333333333333333,-0.01964460458598642
2018,12,-0.045203668517929584,0.041931603790966346,-3.734417169057745,0.16666666666666666,-0.058727633613806375
2019,12,-0.015002592845710044,0.0339481969600679,-1.5308767699565726,0.4166666666666667,-0.00564319682425821
2020,12,-0.03229518656027649,0.03197521377177143,-3.49876653595336,0.25,-0.028927465286093555
2021,12,-0.03040978633085618,0.044907140072523215,-2.345787101440637,0.16666666666666666,-0.03386816274068051
2022,12,-0.01779810762566398,0.02108934654993984,-2.9234880856293795,0.08333333333333333,-0.023316135118470166
2023,12,0.0034245274894923947,0.05084361577101102,0.2333215493733236,0.4166666666666667,0.001103323084954357
2024,12,0.0063798713826001205,0.038317534876003714,0.5767730839771905,0.5,0.0035711440576241967
2025,12,0.012760291450098075,0.039323508287307275,1.1240845017935726,0.5833333333333334,0.013587504561154923
2026,6,0.013259511426336133,0.036784193996796694,1.2486965176376696,0.6666666666666666,0.008914687350887985
