ic_mean,ic_std,icir,rankic_mean,rankic_std,rankicir,ic_win_rate,t_stat,n_months
-0.001706016761542709,0.05026565439577382,-0.11757163992296613,0.0033420608791372756,0.05073038362563821,0.22821113624414255,0.5,-0.3717941703977566,120
