,ann_ret,vol,sharpe,max_dd
G1,-0.2143729305407015,0.2612960398390511,-0.8204216591753456,-0.922544013867699
G2,-0.14520429286835435,0.24893303433590405,-0.5833066441170651,-0.8495541935066044
G3,-0.12623313142018366,0.2492026369557407,-0.5065481367382285,-0.7800918593511844
G4,-0.09757877152526062,0.23336392799696581,-0.41813990860888034,-0.754709338164436
G5,-0.08104498037549202,0.23236596513619787,-0.34878163128575523,-0.700112628570787
G6,-0.08906417308822023,0.22409430558521645,-0.3974405902712765,-0.7173577624752361
G7,-0.061874212847121246,0.22311123010269773,-0.27732451127018865,-0.6144312515599186
G8,-0.07725845009324761,0.21630646985071794,-0.3571712401694081,-0.6366354596884596
G9,-0.03404417091458212,0.20873199076467855,-0.16309991961396578,-0.50460023091276
G10,-0.04463490398439218,0.1949125127309333,-0.22899968482787134,-0.5237654546601926
LS,0.0580950246617169,0.14456731630717204,0.4018544865167064,-0.26848061880379415
LS_gross,0.17982090594644062,0.1372668446814435,1.3100097577368572,-0.23528139396051695
BENCH,-0.06325518995173107,0.23451794536523513,-0.26972430554607785,-0.6372066457825398
