,mean,std,count,icir
2016,0.07783591454456816,0.06678490029043262,6,4.037312567915735
2017,0.08940560165072146,0.08210387268878792,12,3.7721739418379565
2018,0.05569195666805357,0.07852399248437926,12,2.456861793958887
2019,0.03728129507540333,0.13059490826751813,12,0.988906812665172
2020,0.07567028359592932,0.06719382887583188,12,3.9010956215485564
2021,0.019977213069511033,0.1061338554465731,12,0.6520360140396528
2022,0.054057469025437954,0.1069534385991936,12,1.7508606381795249
2023,0.06835480273512932,0.06510883573884295,12,3.63680259169371
2024,0.039070910243460454,0.13065258540002328,12,1.0359198240500296
2025,0.007325353375493917,0.07026215498387661,12,0.361158414018562
2026,0.01325857247391716,0.08697258040485092,6,0.5280864625094612
