,ann_ret,vol,sharpe,max_dd
G1,-0.030350876359623413,0.20430273443192443,-0.14855834624052283,-0.501239834976842
G2,-0.045362722404560185,0.20849136227473836,-0.21757602765712522,-0.5345365199034731
G3,-0.07743152667272268,0.20537144925592374,-0.3770316027532695,-0.6763931896210866
G4,-0.07085849883774997,0.2019814738494501,-0.35081682239117346,-0.6388111597352223
G5,-0.09302744808575802,0.19808779796612885,-0.4696273523201305,-0.7032547269251713
LS,-0.03414592535582961,0.06004018757195461,-0.5687178327833793,-0.31489580799996963
LS_gross,0.06803844243142576,0.06038090645729682,1.126820487193987,-0.09201736581377973
LS_effective,-0.03414592535582961,0.06004018757195461,-0.5687178327833793,-0.31489580799996963
LS_raw_gross_GN_minus_G1,-0.06744606001010467,0.06038090645729682,-1.1170097298523423,-0.4959171871702365
BENCH,-0.025198620272763428,0.2127784899263499,-0.11842653964451742,-0.49017689182029034
