,mean,std,count,icir
2016,-0.04520770116969517,0.02200961071153893,6,-7.1152585427830175
2017,-0.02332194067965762,0.026056435484033566,12,-3.1005611809817104
2018,-0.02574756643017989,0.030439441856081703,12,-2.9301518365006576
2019,-0.01857667465166477,0.021895917974288043,12,-2.938971946290958
2020,-0.020941906018176627,0.017067840809438316,12,-4.25038475994645
2021,-0.006248307040047724,0.02045876222606532,12,-1.0579706763359114
2022,-0.013257233932630822,0.01715026235859071,12,-2.6777669354592444
2023,-0.005442007258118532,0.015066930683615554,12,-1.2511948537030124
2024,-0.014172699400403013,0.018315492013244356,12,-2.6805543006049604
2025,0.006199205499345362,0.012977232924109912,12,1.6547963582402934
2026,-0.008623163458745437,0.055285546860874044,6,-0.5403132674116172
