,ann_ret,vol,sharpe,max_dd
G1,-0.049771730685885696,0.20787493137922142,-0.2394311346522505,-0.5915253695214531
G2,-0.04687240793376868,0.21157197200791297,-0.22154356027846453,-0.5834976963549353
G3,-0.06754946260822825,0.21121136337455398,-0.3198192631730646,-0.6410598243928645
G4,-0.06167979095366194,0.2132287361740932,-0.28926584690396856,-0.6209832452123187
G5,-0.07735870457904903,0.2094360376624539,-0.3693667309717124,-0.675502191232061
G6,-0.06534280845424623,0.20999396009723292,-0.3111651802937129,-0.6313802379421126
G7,-0.0695145726198898,0.2115247773565113,-0.3286356023565386,-0.6474948234105933
G8,-0.08399486885499075,0.20981524134164511,-0.40032777560816335,-0.7033455049894703
G9,-0.08124795026116638,0.2177075705794302,-0.3731976340782473,-0.6826102637653864
G10,-0.10842624754809471,0.21134663319643873,-0.5130256673988112,-0.7596120893537964
LS,-0.17676813428219418,0.04467676962720322,-3.9566006172156616,-0.854363706216778
LS_gross,-0.06123589657676387,0.037604004776092353,-1.628440825422298,-0.46177209311598477
BENCH,-0.02277343760052075,0.18072740411243016,-0.12600987499578892,-0.4592884021930702
