year,n_months,g1_ann,gN_ann,long_group,short_group,long_ann,short_ann,bench_ann,ann_excess,excess_maxdd,ir,win_rate,pl_ratio,ls_ann
2016,6,,,G1,G5,,,,,-0.019756984673534705,-1.3896092787749614,0.3333333333333333,0.667752750531629,
2017,12,0.07196759060694213,-0.0032053982473890796,G1,G5,0.07196759060694213,-0.0032053982473890796,0.2202060264077017,-0.14823843580075957,-0.12991998320435183,-2.513207419893576,0.3333333333333333,0.25316597947606184,0.018821222405631888
2018,12,-0.20194366353787774,-0.21958561452284742,G1,G5,-0.20194366353787774,-0.21958561452284742,-0.18314752676606916,-0.01879613677180858,-0.07351846257317174,-0.37063813579279453,0.4166666666666667,1.0877012352183737,-0.019600220139117774
2019,12,0.09346265504492002,0.16903430558053611,G1,G5,0.09346265504492002,0.16903430558053611,0.16232178671069986,-0.06885913166577984,-0.08514536416722085,-1.17010357288956,0.4166666666666667,0.6217570061676702,-0.11747913292139367
2020,12,-0.01290837782035803,0.07486384397804535,G1,G5,-0.01290837782035803,0.07486384397804535,0.23508280769062018,-0.2479911855109782,-0.16516861154551132,-2.488182443303554,0.16666666666666666,0.8712588192046716,-0.16011281591520876
2021,12,-0.08620757389806044,-0.15383604665531903,G1,G5,-0.08620757389806044,-0.15383604665531903,-0.2096455942527421,0.12343802035468165,-0.03781890666180532,1.5936907377058631,0.5833333333333334,2.2948654593265823,0.011248977715805575
2022,12,-0.10836237563767026,-0.12840688287286095,G1,G5,-0.10836237563767026,-0.12840688287286095,-0.13542302220970692,0.027060646572036662,-0.029742930850503835,0.5067744692774965,0.5833333333333334,1.0295910164610138,-0.019836725959842094
2023,12,-0.21033063070520785,-0.20968938335409215,G1,G5,-0.21033063070520785,-0.20968938335409215,-0.25142872060334565,0.04109808989813779,-0.009954747614023929,1.2467420462073597,0.6666666666666666,1.8278190379580366,-0.041228014495303555
2024,12,0.2037670179992921,0.12806072265212265,G1,G5,0.2037670179992921,0.12806072265212265,0.12128508049726561,0.08248193750202648,-0.010602309522154463,1.664824250109045,0.5833333333333334,2.792728934775241,0.015174482665305744
2025,12,0.14220153552447123,0.16299459896027124,G1,G5,0.14220153552447123,0.16299459896027124,0.164917458828177,-0.022715923303705754,-0.0647221594661802,-0.3508649475394336,0.3333333333333333,1.4860714800064765,-0.07824309453001432
2026,6,,,G1,G5,,,,,-0.148271305817264,0.07875669099493778,0.5,1.074254299700136,
