year,n_months,g1_ann,gN_ann,bench_ann,ann_excess,excess_maxdd,ir,win_rate,pl_ratio,ls_ann
2016,6,,,,,-0.032361900503312446,-2.515283235156326,0.3333333333333333,0.1403703402765204,
2017,12,-0.21720443566491854,-0.08113155656727011,-0.0511146318616541,-0.03001692470561601,-0.03771597952026018,-0.7969938096191591,0.4166666666666667,0.7796571694909632,0.17292591799754264
2018,12,-0.26178960272677987,-0.2733326117644955,-0.27987957222849225,0.0065469604639967205,-0.0252899104352039,0.2588655064337084,0.4166666666666667,1.681149976266345,-0.01725656679802101
2019,12,0.10001902152318443,0.12329323830770633,0.21148937490818254,-0.0881961366004762,-0.04799354051513216,-1.6354964420194242,0.3333333333333333,0.5539454331535152,0.010227919550601872
2020,12,-0.059495917774497475,0.008436823434402996,0.07969758041170594,-0.07126075697730294,-0.023220754051724635,-0.6596946822762405,0.6666666666666666,0.2233076891628751,0.069659413440891
2021,12,0.09037217784318119,0.027644585922713905,-0.000766836873308363,0.028411422796022268,-0.08706508362905196,0.2938248327052514,0.4166666666666667,1.696605254750623,-0.06177944859410578
2022,12,-0.07108956562970992,-0.07166051883056956,-0.10382021613593906,0.032159697305369495,-0.026523460557580703,0.5896580466099337,0.6666666666666666,0.7995149148627911,0.0007603596123006984
2023,12,-0.24366249722439504,-0.27584779925447034,-0.28020958864022805,0.004361789385757708,-0.04567502779368415,0.07808735618976372,0.5833333333333334,0.7566929471642384,-0.04448366579540464
2024,12,0.07557993536956453,0.18130798883830712,0.121362559016851,0.05994542982145612,-0.03251178906074126,1.0192865612905582,0.6666666666666666,1.1044025059367593,0.10106063981282332
2025,12,0.27684262177478836,0.2308046502643195,0.35270501764150897,-0.12190036737718946,-0.08033481851725321,-1.7249562015646367,0.4166666666666667,0.3781074557258642,-0.039771347061570816
2026,6,,,,,-0.0878916825435212,0.573956505334532,0.3333333333333333,3.5030879202170135,
