,ann_ret,vol,sharpe,max_dd
G1,-0.10805345693085489,0.22774701618381826,-0.47444510466667633,-0.7858431469676672
G2,-0.09916210182071539,0.2220201882892336,-0.44663551807970453,-0.744183028235468
G3,-0.0747625299332072,0.2171039471892791,-0.34436283126638184,-0.6740673266369323
G4,-0.07252571166708377,0.21729249532511724,-0.33376997930172136,-0.655859110741019
G5,-0.056109948081953465,0.2183025995046788,-0.25702830937086885,-0.6172528158214943
G6,-0.06841904833998225,0.20875631004872836,-0.32774601315769436,-0.6343275627288505
G7,-0.0632091744924772,0.2067387270715462,-0.3057442376077046,-0.6284992236002572
G8,-0.059913737414092005,0.20664455727370315,-0.28993619868117576,-0.6149948389118343
G9,-0.04891570772238851,0.20059118313968682,-0.24385771576173815,-0.5660020817734921
G10,-0.06506454086900426,0.1925393059733237,-0.3379286143163877,-0.5992866113126851
LS,-0.07568008263639381,0.07168323754381242,-1.0557570392958122,-0.5677776399831287
LS_gross,0.035994589877914596,0.0693442415562626,0.5190710730999964,-0.1831887639798898
BENCH,-0.02277343760052075,0.18072740411243016,-0.12600987499578892,-0.4592884021930702
