ic_mean,ic_std,icir,rankic_mean,rankic_std,rankicir,ic_win_rate,t_stat,n_months
0.003235836874707476,0.06127649066917525,0.18292933589349986,0.0025493942393495844,0.07004437950400515,0.12608236042192086,0.5333333333333333,0.5784733522854524,120
