year,n_months,rankic_mean,rankic_std,rankicir,win_rate,ic_mean
2016,6,-0.08207300710999958,0.06252087673988105,-4.5474288160070815,0.16666666666666666,-0.04753755321092662
2017,12,0.05397146729809112,0.08759425435960248,2.1344167880136338,0.75,0.065728437789756
2018,12,-0.01703979312675619,0.10249866068143092,-0.5758863042656615,0.4166666666666667,0.00045080091448295817
2019,12,0.015573116221314035,0.1254466258687012,0.43003832651063434,0.6666666666666666,0.029379588345049733
2020,12,0.011507865658602174,0.10312154292067373,0.38657699337778334,0.5833333333333334,0.021261621585127056
2021,12,-0.014511511339489613,0.03945954895582081,-1.2739463881226247,0.3333333333333333,-0.013865080352087741
2022,12,-0.000604366527600197,0.07161197268293289,-0.029235154206190415,0.5,0.010316245673870779
2023,12,-0.013675891589289085,0.08011613278976921,-0.5913250739051508,0.4166666666666667,-0.011765736711090165
2024,12,0.03272457765730079,0.08727917523410435,1.2988351690227775,0.6666666666666666,0.03409494124544941
2025,12,0.0031638062381323545,0.06847188535053453,0.16006199104040933,0.5,0.005811767716524627
2026,6,0.028009153093210285,0.08446172904771722,1.1487635117440536,0.8333333333333334,0.0387275560850498
